序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
12,12,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-012对应的后果是什么？,安全事故,失效模式是：电池漏液；项目/功能是：电池壳体；失效后果是：安全事故。,正确,1.0,63.57,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,潜在失效后果,11,
13,13,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-013建议咋改？,,失效模式是：现场电池组无输出电压；项目/功能是：动力电池；建议措施是：现场更换损坏器件和改正错误。,错误,0.0,46.69,语义RAG,0.0,,0,,3,,,,,,,,建议措施,12,
14,14,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-014的RPN是多少？,RPN=90.0,不知道。,错误,0.0,414.72,语义RAG,0.0,0.0,0,,3,,90.0,,,,,90.0,RPN,13,
15,15,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-015的S、O、D、RPN分别是多少？,S=9.0；O=2.0；D=5.0；RPN=90.0,不知道。,错误,0.0,481.55,语义RAG,0.0,0.75,0,,3,,9.0；2.0；5.0；90.0,,,,,9.0；2.0；5.0；90.0,S；O；D；RPN,14,
16,16,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-016对应的原因到底是什么？,风道设计不合理,失效模式是：电池箱体进水；项目/功能是：电池组箱体；潜在失效原因/机理是：电池箱体密封不严。,错误,0.0,70.11,语义RAG,0.0,0.0,0,,3,风道设计不合理,,,,,风道设计不合理,,潜在失效原因/机理,15,
17,17,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-017对应的后果是什么？,影响电池工作,失效模式是：整体温度高，管理目标无法实现；项目/功能是：热管理系统；失效后果是：影响电池工作。,正确,1.0,58.24,语义RAG,0.6667,1.0,0,,3,,,,,,影响电池工作,,潜在失效后果,16,
18,18,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-018建议咋改？,更换风扇,失效模式是：噪音过大；项目/功能是：热管理系统；建议措施是：更换风扇。,正确,1.0,45.23,语义RAG,0.3333,1.0,0,,3,,,,,,更换风扇,,建议措施,17,
19,19,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-019的RPN是多少？,RPN=140.0,不知道。,错误,0.0,393.46,语义RAG,0.0,0.0,0,,3,,140.0,,,,,140.0,RPN,18,
20,20,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-020的S、O、D、RPN分别是多少？,S=4.0；O=3.0；D=7.0；RPN=84.0,不知道。,错误,0.0,493.56,语义RAG,0.0,0.25,0,,3,,4.0；3.0；7.0；84.0,,,,,4.0；3.0；7.0；84.0,S；O；D；RPN,19,
21,21,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-021对应的原因到底是什么？,连接片氧化、未压紧防松螺母连接电阻增加、截面积小或材质不纯,失效模式是：过电流；项目/功能是：高压箱；潜在失效原因/机理是：使用电流高于额定电流不保护。,错误,0.0,68.25,语义RAG,0.0,0.0,0,,3,连接片氧化、未压紧防松螺母连接电阻增加、截面积小或材质不纯,,,,,连接片氧化、未压紧防松螺母连接电阻增加、截面积小或材质不纯,,潜在失效原因/机理,20,
22,22,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-022对应的后果是什么？,影响用户使用,失效模式是：电池漏液；项目/功能是：电池壳体；失效后果是：安全事故。,错误,0.0,49.14,语义RAG,0.0,0.0,0,,3,影响用户使用,,,,,影响用户使用,,潜在失效后果,21,
23,23,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-023建议咋改？,定期检查和更新BMS系统,失效模式是：现场电池组无输出电压；项目/功能是：动力电池；建议措施是：现场更换损坏器件和改正错误。,错误,0.0,46.11,语义RAG,0.0,0.0,0,,3,定期检查和更新BMS系统,,,,,定期检查和更新BMS系统,,建议措施,22,
24,24,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-024的RPN是多少？,RPN=60.0,不知道。上下文中的FMEA编号没有提到LFP-DFMEA-024这个编号。,错误,0.0,547.66,语义RAG,0.0,0.0,0,,3,,60.0,,,,,60.0,RPN,23,
25,25,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-025的S、O、D、RPN分别是多少？,S=8.0；O=5.0；D=6.0；RPN=240.0,不知道。上下文中的FMEA编号分别为LFP011、LFP009和LFP015，没有找到编号为LFP-DFMEA-025的相关信息。,错误,0.0,795.26,语义RAG,0.0,0.5,0,,3,,8.0；5.0；6.0；240.0,,,,,8.0；5.0；6.0；240.0,S；O；D；RPN,24,
26,26,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-026对应的原因到底是什么？,通信线断裂、线路连接错误、受电磁干扰,失效模式是：电池漏液；项目/功能是：电池壳体；潜在失效原因/机理是：外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。。,错误,0.0,55.32,语义RAG,0.0,0.0,0,,3,通信线断裂、线路连接错误、受电磁干扰,,,,,通信线断裂、线路连接错误、受电磁干扰,,潜在失效原因/机理,25,
27,27,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-001对应的后果是什么？,电池组无法工作,失效模式是：BMS通信异常；项目/功能是：电池管理系；失效后果是：影响电池工作。,错误,0.0,47.12,语义RAG,0.0,0.0,0,,3,电池组无法工作,,,,,电池组无法工作,,潜在失效后果,0,
28,28,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-002建议咋改？,更换电压过低电池,失效模式是：电池漏液；项目/功能是：电池壳体；建议措施是：更换电池。,错误,0.0,46.51,语义RAG,0.0,0.0,0,,3,更换电压过低电池,,,,,更换电压过低电池,,建议措施,1,
29,29,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-003的RPN是多少？,RPN=168.0,168,正确,1.0,744.12,语义RAG,0.0,1.0,0,,3,,,168.0,,,,168.0,RPN,2,
30,30,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-004的S、O、D、RPN分别是多少？,S=7.0；O=3.0；D=6.0；RPN=126.0,不知道。,错误,0.0,457.37,语义RAG,0.0,0.25,0,,3,,7.0；3.0；6.0；126.0,,,,,7.0；3.0；6.0；126.0,S；O；D；RPN,3,
31,31,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-005对应的原因到底是什么？,电池箱体密封不严,原因=电池组间隙大电池受到挤压碰撞震动;,错误,0.0,913.34,语义RAG,0.3333,1.0,0,,3,电池箱体密封不严,,,,,电池箱体密封不严,,潜在失效原因/机理,4,
32,32,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-006对应的后果是什么？,安全事故,失效模式是：SOC异常；项目/功能是：电池管理系；失效后果是：影响用户使用。,错误,0.0,61.35,语义RAG,0.0,0.0,0,,3,安全事故,,,,,安全事故,,潜在失效后果,5,
33,33,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-007建议咋改？,更换绝缘注塑件,失效模式是：整体温度高，管理目标无法实现；项目/功能是：热管理系统；建议措施是：外部环境降温。,错误,0.0,59.14,语义RAG,0.0,0.0,0,,3,更换绝缘注塑件,,,,,更换绝缘注塑件,,建议措施,6,
34,34,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-008的RPN是多少？,RPN=84.0,不知道。,错误,0.0,719.18,语义RAG,0.0,1.0,0,,3,,84.0,,,,,84.0,RPN,7,
35,35,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-009的S、O、D、RPN分别是多少？,S=9.0；O=2.0；D=6.0；RPN=108.0,严重度 / S: 9 发生度 / O: 2 可探测度 / D: 6 风险优先数 / RPN: 108,正确,1.0,732.58,语义RAG,0.0,1.0,0,,3,,,9.0；2.0；6.0；108.0,,,,9.0；2.0；6.0；108.0,S；O；D；RPN,8,
36,36,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-010对应的原因到底是什么？,无有效保护措施,失效模式是：BMS通信异常；项目/功能是：电池管理系；潜在失效原因/机理是：通信线断裂、线路连接错误、受电磁干扰。,错误,0.0,64.01,语义RAG,0.3333,1.0,0,,3,无有效保护措施,,,,,无有效保护措施,,潜在失效原因/机理,9,
37,37,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-011对应的后果是什么？,安全事故,失效模式是：BMS通信异常；项目/功能是：电池管理系；失效后果是：影响电池工作。,错误,0.0,57.61,语义RAG,0.6667,1.0,0,,3,安全事故,,,,,安全事故,,潜在失效后果,10,
38,38,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-012建议咋改？,更换损坏器件,失效模式是：电池漏液；项目/功能是：电池壳体；建议措施是：更换电池。,错误,0.0,48.15,语义RAG,0.0,0.0,0,,3,更换损坏器件,,,,,更换损坏器件,,建议措施,11,
39,39,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-013的RPN是多少？,RPN=120.0,不知道。,错误,0.0,465.25,语义RAG,0.0,0.0,0,,3,,120.0,,,,,120.0,RPN,12,
40,40,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-014的S、O、D、RPN分别是多少？,S=9.0；O=2.0；D=5.0；RPN=90.0,不知道。,错误,0.0,435.5,语义RAG,0.0,0.75,0,,3,,9.0；2.0；5.0；90.0,,,,,9.0；2.0；5.0；90.0,S；O；D；RPN,13,
41,41,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-015对应的原因到底是什么？,充电时继电器未断开,充电时继电器未断开,正确,1.0,850.15,语义RAG,0.6667,1.0,0,,3,,,,,,充电时继电器未断开,,潜在失效原因/机理,14,
42,42,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-016对应的后果是什么？,影响电池工作,失效模式是：电池箱体进水；项目/功能是：电池组箱体；失效后果是：电池短路、电子器件失效或损坏、箱体生锈。,错误,0.0,58.94,语义RAG,0.0,0.0,0,,3,影响电池工作,,,,,影响电池工作,,潜在失效后果,15,
43,43,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-017建议咋改？,更换加热系统,失效模式是：整体温度高，管理目标无法实现；项目/功能是：热管理系统；建议措施是：外部环境降温。,错误,0.0,52.09,语义RAG,0.0,0.0,0,,3,更换加热系统,,,,,更换加热系统,,建议措施,16,
44,44,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-018的RPN是多少？,RPN=120.0,120,正确,1.0,433.85,语义RAG,0.0,1.0,0,,3,,,120.0,,,,120.0,RPN,17,
45,45,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-019的S、O、D、RPN分别是多少？,S=4.0；O=5.0；D=7.0；RPN=140.0,不知道。上下文中的FMEA编号与问题中提到的LFP-DFMEA-019不匹配，没有找到相关的信息。,错误,0.0,678.07,语义RAG,0.0,0.25,0,,3,,4.0；5.0；7.0；140.0,,,,,4.0；5.0；7.0；140.0,S；O；D；RPN,18,
46,46,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-020对应的原因到底是什么？,环境温度过高,失效模式是：高压带电；项目/功能是：高压箱；潜在失效原因/机理是：无有效保护措施。,错误,0.0,60.58,语义RAG,0.0,0.0,0,,3,环境温度过高,,,,,环境温度过高,,潜在失效原因/机理,19,
47,47,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-021对应的后果是什么？,安全事故,失效模式是：BMS通信异常；项目/功能是：电池管理系；失效后果是：影响电池工作。,错误,0.0,45.67,语义RAG,0.6667,1.0,0,,3,安全事故,,,,,安全事故,,潜在失效后果,20,
48,48,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-022建议咋改？,定期检查和更新BMS系统,失效模式是：电池漏液；项目/功能是：电池壳体；建议措施是：更换电池。,错误,0.0,44.98,语义RAG,0.0,0.0,0,,3,定期检查和更新BMS系统,,,,,定期检查和更新BMS系统,,建议措施,21,
49,49,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-023的RPN是多少？,RPN=144.0,不知道。,错误,0.0,461.59,语义RAG,0.0,0.0,0,,3,,144.0,,,,,144.0,RPN,22,
50,50,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-024的S、O、D、RPN分别是多少？,S=10.0；O=1.0；D=6.0；RPN=60.0,不知道。,错误,0.0,443.04,语义RAG,0.0,0.5,0,,3,,10.0；1.0；6.0；60.0,,,,,10.0；1.0；6.0；60.0,S；O；D；RPN,23,
51,51,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“动力电池”的平均RPN是多少？,平均RPN=133.00,动力电池 对应的RPN平均值为 133.00（n=3）。,正确,1.0,29.07,确定性规则问答,0.0,1.0,0,,1,,,133.0,,,,133.0,RPN,0,
52,52,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_max_mode,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”里RPN最高的是哪条？,电池箱体进水,当前召回的图谱摘要证据中，最高风险条目为：FMEA编号是：LFP025；项目/功能是：电池管理系；失效模式是：电池组过放未报警和未保护；RPN是：240；原因是：BMS 控制系统损坏；后果是：影响电池寿命或永久性损坏；建议措施是：定期检查和更新BMS系统。,错误,0.0,65.15,语义RAG,0.3333,1.0,0,,3,电池箱体进水,,,,,电池箱体进水,,FailureMode,4,
53,53,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_min_mode,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”里RPN最低的是哪条？,注塑件起火,不知道。根据提供的信息，没有关于“绝缘注塑件”的具体FMEA记录的RPN值，只有最高风险条目的信息。,错误,0.0,949.99,语义RAG,0.3333,1.0,0,,3,注塑件起火,,,,,注塑件起火,,FailureMode,6,
54,54,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_s,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”的平均S是多少？,平均S=8.00,7,错误,0.0,704.62,语义RAG,0.3333,1.0,0,,3,,8.0,,,,,8.0,S,8,
55,55,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_d,,M2_规则推理,规则推理,中等,项目/功能“高压箱”的平均D是多少？,平均D=5.33,5.33,正确,1.0,737.89,语义RAG,1.0,1.0,0,,3,,,5.33,,,,5.333333333333333,D,13,
56,56,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“热管理系统”的平均RPN是多少？,平均RPN=128.33,热管理系统 对应的RPN平均值为 128.33（n=6）。,正确,1.0,6.48,确定性规则问答,0.0,1.0,0,,1,,,128.33,,,,128.33333333333334,RPN,20,
57,57,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_max_mode,,M2_规则推理,规则推理,中等,项目/功能“电池管理系”里RPN最高的是哪条？,电池组过放未报警和未保护,当前召回的图谱摘要证据中，最高风险条目为：FMEA编号是：LFP025；项目/功能是：电池管理系；失效模式是：电池组过放未报警和未保护；RPN是：240；原因是：BMS 控制系统损坏；后果是：影响电池寿命或永久性损坏；建议措施是：定期检查和更新BMS系统。,正确,1.0,62.03,语义RAG,0.3333,1.0,0,,3,,,,,,电池组过放未报警和未保护,,FailureMode,22,
58,58,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_min_mode,,M2_规则推理,规则推理,中等,项目/功能“动力电池”里RPN最低的是哪条？,现场电池组无输出电压,项目/功能“动力电池”里RPN最低的是FMEA编号=LFP019，其RPN值为140。,错误,0.0,950.42,语义RAG,0.6667,1.0,0,,3,现场电池组无输出电压,,,,,现场电池组无输出电压,,FailureMode,1,
59,59,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_s,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”的平均S是多少？,平均S=7.67,10,错误,0.0,730.35,语义RAG,0.3333,0.0,0,,3,,7.666666666666667,,,,,7.666666666666667,S,5,
60,60,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_d,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”的平均D是多少？,平均D=6.00,6,正确,1.0,269.89,语义RAG,0.3333,1.0,0,,3,,,6.0,,,,6.0,D,6,
61,61,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”的平均RPN是多少？,平均RPN=96.00,电池壳体 对应的RPN平均值为 96.00（n=2）。,正确,1.0,6.97,确定性规则问答,0.0,1.0,0,,1,,,96.0,,,,96.0,RPN,7,
62,62,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_max_mode,,M2_规则推理,规则推理,中等,项目/功能“高压箱”里RPN最高的是哪条？,输出不受控制,当前召回的图谱摘要证据中，最高风险条目为：FMEA编号是：LFP025；项目/功能是：电池管理系；失效模式是：电池组过放未报警和未保护；RPN是：240；原因是：BMS 控制系统损坏；后果是：影响电池寿命或永久性损坏；建议措施是：定期检查和更新BMS系统。,错误,0.0,60.78,语义RAG,1.0,1.0,0,,3,输出不受控制,,,,,输出不受控制,,FailureMode,14,
63,63,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_min_mode,,M2_规则推理,规则推理,中等,项目/功能“热管理系统”里RPN最低的是哪条？,整体温度高，管理目标无法实现,项目/功能“热管理系统”里RPN最低的是LFP018，其RPN为120。,错误,0.0,890.39,语义RAG,0.3333,0.0,0,,3,整体温度高，管理目标无法实现,,,,,整体温度高，管理目标无法实现,,FailureMode,15,
64,64,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_s,,M2_规则推理,规则推理,中等,项目/功能“电池管理系”的平均S是多少？,平均S=6.00,8,错误,0.0,711.18,语义RAG,0.3333,1.0,0,,3,,6.0,,,,,6.0,S,24,
65,65,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_d,,M2_规则推理,规则推理,中等,项目/功能“动力电池”的平均D是多少？,平均D=5.00,5,正确,1.0,397.48,语义RAG,0.3333,1.0,0,,3,,,5.0,,,,5.0,D,2,
66,66,Full-M3去除查询理解与检索增强模块,M3 查询理解与检索增强模块,模块专项测试,module_m2_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”的平均RPN是多少？,平均RPN=106.00,电池组箱体 对应的RPN平均值为 106.00（n=3）。,正确,1.0,5.11,确定性规则问答,0.0,1.0,0,,1,,,106.0,,,,106.0,RPN,3,
