序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
11,1511,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO11”这条里，潜在失效原因/机理是什么？,"Fabrication; Welding failure due to Poor quality control during the welding process [1,10]","Fabrication; Welding failure due to Poor quality control during the welding process [1,10]",正确,1.0,743.62,语义RAG,0.3333,1.0,0,,6,,,1.0；10.0,,,"Fabrication; Welding failure due to Poor quality control during the welding process [1,10]",,潜在失效原因/机理,10,
12,1512,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO12”这条里，潜在失效后果是什么？,Potential collapse,失效模式是：Cracks；项目/功能是：Tower / Tower (TO) / Primary steelwork；失效后果是：Potential collapse。,正确,1.0,75.17,语义RAG,0.1667,1.0,0,,6,,,,,,Potential collapse,,潜在失效后果,11,
13,1513,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO13”这条的RPN是多少？,RPN=40.75,40.75,正确,1.0,1146.85,语义RAG,0.5,1.0,0,,6,,,40.75,,,,40.75,RPN,12,
14,1514,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF5”对应的建议措施是什么？,Expanded design load cases (including typhoon/hurricane scenarios); -,失效模式是：Structural break [11]；项目/功能是：Floating support structure / Floating Support structure / All structures；建议措施是：Expanded design load cases (including typhoon/hurricane scenarios); -。,正确,1.0,76.39,语义RAG,0.1667,1.0,0,,6,,,,,,Expanded design load cases (including typhoon/hurricane scenarios); -,,建议措施,49,
15,1515,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO15”这条的S、O、D、RPN分别是多少？,,严重度 / S：3.67 发生度 / O：2.33 可探测度 / D：3 风险优先数 / RPN：30,正确,1.0,943.82,语义RAG,0.1667,1.0,0,,6,,,3.67；2.33；3.0；30.0,,,,3.67；2.33；3.0；30.0,严酷度(S)；发生度(O)；可探测度(D)；RPN,14,
16,1516,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO16”这条里，潜在失效原因/机理是什么？,Design phase; Braking system failure due to wrong estimation of operating conditions [15],失效模式是：Cracks；项目/功能是：Tower / Tower (TO) / Primary steelwork；潜在失效原因/机理是：Design phase; Braking system failure due to wrong estimation of operating conditions [15]。,正确,1.0,82.34,语义RAG,0.1667,1.0,0,,6,,,15.0,,,Design phase; Braking system failure due to wrong estimation of operating conditions [15],,潜在失效原因/机理,15,
17,1517,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO17”这条里，潜在失效后果是什么？,Failure of the WTG/Major repair campaign/Structure reassessment,失效模式是：Cracks；项目/功能是：Tower / Tower (TO) / Primary steelwork；失效后果是：Failure of the WTG/Major repair campaign/Structure reassessment。,正确,1.0,73.38,语义RAG,0.1667,1.0,0,,6,,,,,,Failure of the WTG/Major repair campaign/Structure reassessment,,潜在失效后果,16,
18,1518,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO18”这条的RPN是多少？,RPN=33.33,33.33,正确,1.0,720.72,语义RAG,0.3333,1.0,0,,6,,,33.33,,,,33.33,RPN,17,
19,1519,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF24”对应的建议措施是什么？,"Operational limits: weather windows, alarm thresholds for motions; Other- Specify; Expanded design load cases (including typhoon/hurricane scenarios); Better understanding of temperature ranges","失效模式是：Structural break [11]；项目/功能是：Floating support structure / Floating Support structure / Primary structure & Welding；建议措施是：Operational limits: weather windows, alarm thresholds for motions; Other- Specify; Expanded design load cases (including typhoon/hurricane scenarios); Better understanding of temperature ranges。",正确,1.0,73.64,语义RAG,0.3333,1.0,0,,6,,,,,,"Operational limits: weather windows, alarm thresholds for motions; Other- Specify; Expanded design load cases (including typhoon/hurricane scenarios); Better understanding of temperature ranges",,建议措施,68,
20,1520,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO20”这条的S、O、D、RPN分别是多少？,,严重度 / S: 4 发生度 / O: 2 可探测度 / D: 2.67 风险优先数 / RPN: 26.5,正确,1.0,920.46,语义RAG,0.1667,1.0,0,,6,,,4.0；2.0；2.67；26.5,,,,4.0；2.0；2.67；26.5,严酷度(S)；发生度(O)；可探测度(D)；RPN,19,
21,1521,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO21”这条里，潜在失效原因/机理是什么？,due to Operation; Hit by blades due to human error or operational failure [15],失效模式是：Cracks；项目/功能是：Tower / Tower (TO) / Primary steelwork；潜在失效原因/机理是：due to Operation; Hit by blades due to human error or operational failure [15]。,正确,1.0,61.27,语义RAG,0.1667,1.0,0,,6,,,15.0,,,due to Operation; Hit by blades due to human error or operational failure [15],,潜在失效原因/机理,20,
22,1522,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO22”这条里，潜在失效后果是什么？,Potential collapse,失效模式是：Plastic deformation；项目/功能是：Tower / Tower (TO) / Primary steelwork；失效后果是：Potential collapse。,正确,1.0,73.34,语义RAG,0.1667,1.0,0,,6,,,,,,Potential collapse,,潜在失效后果,21,
23,1523,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO23”这条的RPN是多少？,RPN=18,18,正确,1.0,603.06,语义RAG,0.1667,1.0,0,,6,,,18.0,,,,18.0,RPN,22,
24,1524,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS1”对应的建议措施是什么？,"Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; Better design by expanded load case matrix including more failure modes; -","失效模式是：Anchor failure [1], [17]；项目/功能是：Station keeping / Anchor (AC)；建议措施是：Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; Better design by expanded load case matrix including more failure modes; -。",正确,1.0,84.54,语义RAG,0.3333,1.0,0,,6,,,,,,"Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; Better design by expanded load case matrix including more failure modes; -",,建议措施,75,
25,1525,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP1”这条的S、O、D、RPN分别是多少？,,S: 4.75 O: 2.5 D: 3 RPN: 36.5,正确,1.0,1417.26,语义RAG,0.5,1.0,0,,6,,,4.75；2.5；3.0；36.5,,,,4.75；2.5；3.0；36.5,严酷度(S)；发生度(O)；可探测度(D)；RPN,24,
26,1526,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP2”这条里，潜在失效原因/机理是什么？,"Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]","Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]",正确,1.0,878.12,语义RAG,0.3333,1.0,0,,6,,,16.0,,,"Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]",,潜在失效原因/机理,25,
27,1527,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP3”这条里，潜在失效后果是什么？,Local stress accumulation,Local stress accumulation,正确,1.0,702.88,语义RAG,0.3333,1.0,0,,6,,,,,,Local stress accumulation,,潜在失效后果,26,
28,1528,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP4”这条的RPN是多少？,RPN=29,29,正确,1.0,642.03,语义RAG,0.1667,1.0,0,,6,,,29.0,,,,29.0,RPN,27,
29,1529,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS9”对应的建议措施是什么？,Continuous tension and vibration monitoring; thresholds for intervention; -,失效模式是：Mooring line breakage[8]；项目/功能是：Station keeping / Mooring Lines (ML) / Mooring lines；建议措施是：Continuous tension and vibration monitoring; thresholds for intervention; -。,正确,1.0,70.86,语义RAG,0.1667,1.0,0,,6,,,,,,Continuous tension and vibration monitoring; thresholds for intervention; -,,建议措施,83,
30,1530,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP6”这条的S、O、D、RPN分别是多少？,,S: 4.25 O: 2.75 D: 3 RPN: 35.25,正确,1.0,1405.21,语义RAG,0.5,1.0,0,,6,,,4.25；2.75；3.0；35.25,,,,4.25；2.75；3.0；35.25,严酷度(S)；发生度(O)；可探测度(D)；RPN,29,
31,1531,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP7”这条里，潜在失效原因/机理是什么？,"Installation; During installation, plastic deformation can occur due to processes like welding and bending [1]",安装过程中，焊接和弯曲等过程可能导致塑性变形。[1],错误,0.0,757.49,语义RAG,0.3333,1.0,0,,6,"Installation; During installation, plastic deformation can occur due to processes like welding and bending [1]",,1.0,,,"Installation; During installation, plastic deformation can occur due to processes like welding and bending [1]",,潜在失效原因/机理,30,
32,1532,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP8”这条里，潜在失效后果是什么？,Tower transition piece connections failure,Tower transition piece connections failure,正确,1.0,709.43,语义RAG,0.3333,1.0,0,,6,,,,,,Tower transition piece connections failure,,潜在失效后果,31,
33,1533,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP9”这条的RPN是多少？,RPN=38,38,正确,1.0,1194.13,语义RAG,0.5,1.0,0,,6,,,38.0,,,,38.0,RPN,32,
34,1534,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS18”对应的建议措施是什么？,"ROV visual inspections; targeted maintenance on wear zones; Optimized chain/wire/rope selection and fatigue margins (design); Only chain and wire above MSL, keep fiber ropes wet; -","失效模式是：Mooring lines broken [1,3]；项目/功能是：Station keeping / Mooring lines (ML) / Mooring lines；建议措施是：ROV visual inspections; targeted maintenance on wear zones; Optimized chain/wire/rope selection and fatigue margins (design); Only chain and wire above MSL, keep fiber ropes wet; -。",正确,1.0,70.46,语义RAG,0.3333,1.0,0,,6,,,,,,"ROV visual inspections; targeted maintenance on wear zones; Optimized chain/wire/rope selection and fatigue margins (design); Only chain and wire above MSL, keep fiber ropes wet; -",,建议措施,92,
35,1535,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP11”这条的S、O、D、RPN分别是多少？,,S: 4 O: 2.33 D: 2.67 RPN: 24.67,正确,1.0,862.67,语义RAG,0.1667,1.0,0,,6,,,4.0；2.33；2.67；24.67,,,,4.0；2.33；2.67；24.67,严酷度(S)；发生度(O)；可探测度(D)；RPN,34,
36,1536,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP12”这条里，潜在失效原因/机理是什么？,Maintenance; Plastic deformation can occur due to the application of excessive force or improper handling of the structure. [1],塑性变形可能由于施加过大的力或不当处理结构而发生。[1],错误,0.0,774.18,语义RAG,0.3333,1.0,0,,6,Maintenance; Plastic deformation can occur due to the application of excessive force or improper handling of the structure. [1],,1.0,,,Maintenance; Plastic deformation can occur due to the application of excessive force or improper handling of the structure. [1],,潜在失效原因/机理,35,
37,1537,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP13”这条里，潜在失效后果是什么？,Tower transition piece connections failure,Tower transition piece connections failure,正确,1.0,721.91,语义RAG,0.3333,1.0,0,,6,,,,,,Tower transition piece connections failure,,潜在失效后果,36,
38,1538,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP14”这条的RPN是多少？,RPN=23.33,23.33,正确,1.0,726.54,语义RAG,0.1667,1.0,0,,6,,,23.33,,,,23.33,RPN,37,
39,1539,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC5”对应的建议措施是什么？,-; Cathodic protection; coating improvements,失效模式是：Corrosion of J-tube [6]；项目/功能是：Dynamic cable / Dynamic Cable / J-tube；建议措施是：-; Cathodic protection; coating improvements。,正确,1.0,72.7,语义RAG,0.3333,1.0,0,,6,,,,,,-; Cathodic protection; coating improvements,,建议措施,101,
40,1540,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP16”这条的S、O、D、RPN分别是多少？,,S: 5 O: 1.67 D: 2.67 RPN: 25.67,正确,1.0,914.69,语义RAG,0.1667,1.0,0,,6,,,5.0；1.67；2.67；25.67,,,,5.0；1.67；2.67；25.67,严酷度(S)；发生度(O)；可探测度(D)；RPN,39,
41,1541,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP17”这条里，潜在失效原因/机理是什么？,Operation and Maintenance; Undetected defects and poor quality control [11],Operation and Maintenance; Undetected defects and poor quality control [11],正确,1.0,1235.86,语义RAG,0.5,1.0,0,,6,,,11.0,,,Operation and Maintenance; Undetected defects and poor quality control [11],,潜在失效原因/机理,40,
42,1542,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP18”这条里，潜在失效后果是什么？,Tower transition piece connections failure,失效模式是：Cracks；项目/功能是：Transition piece / Transition Piece (TP) / Primary structure & welding；失效后果是：Tower transition piece connections failure。,正确,1.0,76.79,语义RAG,0.1667,1.0,0,,6,,,,,,Tower transition piece connections failure,,潜在失效后果,41,
43,1543,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP19”这条的RPN是多少？,RPN=30.25,30.25,正确,1.0,771.34,语义RAG,0.3333,1.0,0,,6,,,30.25,,,,30.25,RPN,42,
44,1544,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC16”对应的建议措施是什么？,"Installation QA/QC: pull-in tension verification, handling procedures; Watertightness assurance: enhanced sealing tests; end termination QA; -","失效模式是：Failure of watertightness；项目/功能是：Dynamic cable / Dynamic Cable / Dynamic Cable/；建议措施是：Installation QA/QC: pull-in tension verification, handling procedures; Watertightness assurance: enhanced sealing tests; end termination QA; -。",正确,1.0,62.5,语义RAG,0.3333,1.0,0,,6,,,,,,"Installation QA/QC: pull-in tension verification, handling procedures; Watertightness assurance: enhanced sealing tests; end termination QA; -",,建议措施,112,
45,1545,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP21”这条的S、O、D、RPN分别是多少？,,S：3.33 O：3 D：3 RPN：26.67,正确,1.0,878.64,语义RAG,0.3333,1.0,0,,6,,,3.33；3.0；3.0；26.67,,,,3.33；3.0；3.0；26.67,严酷度(S)；发生度(O)；可探测度(D)；RPN,44,
46,1546,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF1”这条里，潜在失效原因/机理是什么？,Design; Analysis and Calculation fault due to human error,失效模式是：Capsize [11]；项目/功能是：Floating support structure / Floating Support structure / All structures；潜在失效原因/机理是：Design; Analysis and Calculation fault due to human error。,正确,1.0,57.4,语义RAG,0.1667,1.0,0,,6,,,,,,Design; Analysis and Calculation fault due to human error,,潜在失效原因/机理,45,
47,1547,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF2”这条里，潜在失效后果是什么？,Project cancellation,Project cancellation,正确,1.0,1056.69,语义RAG,0.5,1.0,0,,6,,,,,,Project cancellation,,潜在失效后果,46,
48,1548,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF3”这条的RPN是多少？,RPN=40.14,40.14,正确,1.0,747.27,语义RAG,0.5,1.0,0,,6,,,40.14,,,,40.14,RPN,47,
49,1549,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC26”对应的建议措施是什么？,Burial/trenching optimization; scour mitigation; as-built metrology; -,Burial/trenching optimization; scour mitigation; as-built metrology; -,正确,1.0,787.35,语义RAG,0.5,1.0,0,,6,,,,,,Burial/trenching optimization; scour mitigation; as-built metrology; -,,建议措施,122,
50,1550,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF5”这条的S、O、D、RPN分别是多少？,,严重度 / S: 4.33 发生度 / O: 1.67 可探测度 / D: 3.5 风险优先数 / RPN: 25,正确,1.0,1012.47,语义RAG,0.1667,1.0,0,,6,,,4.33；1.67；3.5；25.0,,,,4.33；1.67；3.5；25.0,严酷度(S)；发生度(O)；可探测度(D)；RPN,49,
51,1551,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF6”这条里，潜在失效原因/机理是什么？,"Operation; Dynamic umbilical connection/cable fail [1,12]","失效模式是：Additional Structures Failures；项目/功能是：Floating support structure / Floating Support structure / Secondary structure；潜在失效原因/机理是：Operation; Dynamic umbilical connection/cable fail [1,12]。",正确,1.0,60.72,语义RAG,0.1667,1.0,0,,6,,,1.0；12.0,,,"Operation; Dynamic umbilical connection/cable fail [1,12]",,潜在失效原因/机理,50,
52,1552,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF7”这条里，潜在失效后果是什么？,Structural failure,Structural failure,正确,1.0,604.33,语义RAG,0.3333,1.0,0,,6,,,,,,Structural failure,,潜在失效后果,51,
53,1553,Full-M1去除CSV直答模块,M1 CSV直答模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF8”这条的RPN是多少？,RPN=34.5,34.5,正确,1.0,1142.65,语义RAG,0.5,1.0,0,,6,,,34.5,,,,34.5,RPN,52,
