序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
11,1511,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO11”这条里，潜在失效原因/机理是什么？,"Fabrication; Welding failure due to Poor quality control during the welding process [1,10]","FMEA编号“TO11”对应的失效模式“Cracks”的潜在失效原因/机理是：Fabrication; Welding failure due to Poor quality control during the welding process [1,10]。",正确,1.0,3.13,CSV直答,1.0,1.0,0,,1,,,1.0；10.0,,,"Fabrication; Welding failure due to Poor quality control during the welding process [1,10]",,潜在失效原因/机理,10,
12,1512,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO12”这条里，潜在失效后果是什么？,Potential collapse,FMEA编号“TO12”对应的失效模式“Cracks”的潜在失效后果是：Potential collapse。,正确,1.0,3.14,CSV直答,1.0,1.0,0,,1,,,,,,Potential collapse,,潜在失效后果,11,
13,1513,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO13”这条的RPN是多少？,RPN=40.75,FMEA编号“TO13”对应的失效模式“Cracks”的RPN是：40.75。,正确,1.0,3.11,CSV直答,1.0,1.0,0,,1,,,40.75,,,,40.75,RPN,12,
14,1514,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF5”对应的建议措施是什么？,Expanded design load cases (including typhoon/hurricane scenarios); -,FMEA编号“FF5”对应的失效模式“Structural break [11]”的建议措施是：Expanded design load cases (including typhoon/hurricane scenarios); -。,正确,1.0,3.35,CSV直答,1.0,1.0,0,,1,,,,,,Expanded design load cases (including typhoon/hurricane scenarios); -,,建议措施,49,
15,1515,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO15”这条的S、O、D、RPN分别是多少？,,FMEA编号“TO15”对应的失效模式“Cracks”的S、O、D、RPN分别是：S=3.67；O=2.33；D=3.0；RPN=30.0。,正确,1.0,3.15,CSV直答,1.0,1.0,0,,1,,,3.67；2.33；3.0；30.0,,,,3.67；2.33；3.0；30.0,严酷度(S)；发生度(O)；可探测度(D)；RPN,14,
16,1516,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO16”这条里，潜在失效原因/机理是什么？,Design phase; Braking system failure due to wrong estimation of operating conditions [15],FMEA编号“TO16”对应的失效模式“Cracks”的潜在失效原因/机理是：Design phase; Braking system failure due to wrong estimation of operating conditions [15]。,正确,1.0,3.12,CSV直答,1.0,1.0,0,,1,,,15.0,,,Design phase; Braking system failure due to wrong estimation of operating conditions [15],,潜在失效原因/机理,15,
17,1517,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO17”这条里，潜在失效后果是什么？,Failure of the WTG/Major repair campaign/Structure reassessment,FMEA编号“TO17”对应的失效模式“Cracks”的潜在失效后果是：Failure of the WTG/Major repair campaign/Structure reassessment。,正确,1.0,3.12,CSV直答,1.0,1.0,0,,1,,,,,,Failure of the WTG/Major repair campaign/Structure reassessment,,潜在失效后果,16,
18,1518,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO18”这条的RPN是多少？,RPN=33.33,FMEA编号“TO18”对应的失效模式“Cracks”的RPN是：33.33。,正确,1.0,3.17,CSV直答,1.0,1.0,0,,1,,,33.33,,,,33.33,RPN,17,
19,1519,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF24”对应的建议措施是什么？,"Operational limits: weather windows, alarm thresholds for motions; Other- Specify; Expanded design load cases (including typhoon/hurricane scenarios); Better understanding of temperature ranges","FMEA编号“FF24”对应的失效模式“Structural break [11]”的建议措施是：Operational limits: weather windows, alarm thresholds for motions; Other- Specify; Expanded design load cases (including typhoon/hurricane scenarios); Better understanding of temperature ranges。",正确,1.0,3.19,CSV直答,1.0,1.0,0,,1,,,,,,"Operational limits: weather windows, alarm thresholds for motions; Other- Specify; Expanded design load cases (including typhoon/hurricane scenarios); Better understanding of temperature ranges",,建议措施,68,
20,1520,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO20”这条的S、O、D、RPN分别是多少？,,FMEA编号“TO20”对应的失效模式“Cracks”的S、O、D、RPN分别是：S=4.0；O=2.0；D=2.67；RPN=26.5。,正确,1.0,3.1,CSV直答,1.0,1.0,0,,1,,,4.0；2.0；2.67；26.5,,,,4.0；2.0；2.67；26.5,严酷度(S)；发生度(O)；可探测度(D)；RPN,19,
21,1521,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO21”这条里，潜在失效原因/机理是什么？,due to Operation; Hit by blades due to human error or operational failure [15],FMEA编号“TO21”对应的失效模式“Cracks”的潜在失效原因/机理是：due to Operation; Hit by blades due to human error or operational failure [15]。,正确,1.0,3.11,CSV直答,1.0,1.0,0,,1,,,15.0,,,due to Operation; Hit by blades due to human error or operational failure [15],,潜在失效原因/机理,20,
22,1522,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO22”这条里，潜在失效后果是什么？,Potential collapse,FMEA编号“TO22”对应的失效模式“Plastic deformation”的潜在失效后果是：Potential collapse。,正确,1.0,3.12,CSV直答,1.0,1.0,0,,1,,,,,,Potential collapse,,潜在失效后果,21,
23,1523,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TO23”这条的RPN是多少？,RPN=18,FMEA编号“TO23”对应的失效模式“Plastic deformation”的RPN是：18.0。,正确,1.0,3.16,CSV直答,1.0,1.0,0,,1,,,18.0,,,,18.0,RPN,22,
24,1524,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS1”对应的建议措施是什么？,"Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; Better design by expanded load case matrix including more failure modes; -","FMEA编号“SKS1”对应的失效模式“Anchor failure [1], [17]”的建议措施是：Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; Better design by expanded load case matrix including more failure modes; -。",正确,1.0,3.22,CSV直答,1.0,1.0,0,,1,,,,,,"Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; Better design by expanded load case matrix including more failure modes; -",,建议措施,75,
25,1525,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP1”这条的S、O、D、RPN分别是多少？,,FMEA编号“TP1”对应的失效模式“Transition piece break”的S、O、D、RPN分别是：S=4.75；O=2.5；D=3.0；RPN=36.5。,正确,1.0,3.28,CSV直答,1.0,1.0,0,,1,,,4.75；2.5；3.0；36.5,,,,4.75；2.5；3.0；36.5,严酷度(S)；发生度(O)；可探测度(D)；RPN,24,
26,1526,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP2”这条里，潜在失效原因/机理是什么？,"Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]","FMEA编号“TP2”对应的失效模式“Transition piece break”的潜在失效原因/机理是：Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]。",正确,1.0,3.15,CSV直答,1.0,1.0,0,,1,,,16.0,,,"Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]",,潜在失效原因/机理,25,
27,1527,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP3”这条里，潜在失效后果是什么？,Local stress accumulation,FMEA编号“TP3”对应的失效模式“Structural plastic deformation”的潜在失效后果是：Local stress accumulation。,正确,1.0,3.15,CSV直答,1.0,1.0,0,,1,,,,,,Local stress accumulation,,潜在失效后果,26,
28,1528,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP4”这条的RPN是多少？,RPN=29,FMEA编号“TP4”对应的失效模式“Cracks”的RPN是：29.0。,正确,1.0,3.1,CSV直答,1.0,1.0,0,,1,,,29.0,,,,29.0,RPN,27,
29,1529,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS9”对应的建议措施是什么？,Continuous tension and vibration monitoring; thresholds for intervention; -,FMEA编号“SKS9”对应的失效模式“Mooring line breakage[8]”的建议措施是：Continuous tension and vibration monitoring; thresholds for intervention; -。,正确,1.0,3.2,CSV直答,1.0,1.0,0,,1,,,,,,Continuous tension and vibration monitoring; thresholds for intervention; -,,建议措施,83,
30,1530,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP6”这条的S、O、D、RPN分别是多少？,,FMEA编号“TP6”对应的失效模式“Abnormal vibration”的S、O、D、RPN分别是：S=4.25；O=2.75；D=3.0；RPN=35.25。,正确,1.0,3.1,CSV直答,1.0,1.0,0,,1,,,4.25；2.75；3.0；35.25,,,,4.25；2.75；3.0；35.25,严酷度(S)；发生度(O)；可探测度(D)；RPN,29,
31,1531,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP7”这条里，潜在失效原因/机理是什么？,"Installation; During installation, plastic deformation can occur due to processes like welding and bending [1]","FMEA编号“TP7”对应的失效模式“Structural plastic deformation”的潜在失效原因/机理是：Installation; During installation, plastic deformation can occur due to processes like welding and bending [1]。",正确,1.0,3.12,CSV直答,1.0,1.0,0,,1,,,1.0,,,"Installation; During installation, plastic deformation can occur due to processes like welding and bending [1]",,潜在失效原因/机理,30,
32,1532,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP8”这条里，潜在失效后果是什么？,Tower transition piece connections failure,FMEA编号“TP8”对应的失效模式“Cracks”的潜在失效后果是：Tower transition piece connections failure。,正确,1.0,3.11,CSV直答,1.0,1.0,0,,1,,,,,,Tower transition piece connections failure,,潜在失效后果,31,
33,1533,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP9”这条的RPN是多少？,RPN=38,FMEA编号“TP9”对应的失效模式“Cracks”的RPN是：38.0。,正确,1.0,3.1,CSV直答,1.0,1.0,0,,1,,,38.0,,,,38.0,RPN,32,
34,1534,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS18”对应的建议措施是什么？,"ROV visual inspections; targeted maintenance on wear zones; Optimized chain/wire/rope selection and fatigue margins (design); Only chain and wire above MSL, keep fiber ropes wet; -","FMEA编号“SKS18”对应的失效模式“Mooring lines broken [1,3]”的建议措施是：ROV visual inspections; targeted maintenance on wear zones; Optimized chain/wire/rope selection and fatigue margins (design); Only chain and wire above MSL, keep fiber ropes wet; -。",正确,1.0,3.22,CSV直答,1.0,1.0,0,,1,,,,,,"ROV visual inspections; targeted maintenance on wear zones; Optimized chain/wire/rope selection and fatigue margins (design); Only chain and wire above MSL, keep fiber ropes wet; -",,建议措施,92,
35,1535,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP11”这条的S、O、D、RPN分别是多少？,,FMEA编号“TP11”对应的失效模式“Abnormal vibration”的S、O、D、RPN分别是：S=4.0；O=2.33；D=2.67；RPN=24.67。,正确,1.0,3.12,CSV直答,1.0,1.0,0,,1,,,4.0；2.33；2.67；24.67,,,,4.0；2.33；2.67；24.67,严酷度(S)；发生度(O)；可探测度(D)；RPN,34,
36,1536,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP12”这条里，潜在失效原因/机理是什么？,Maintenance; Plastic deformation can occur due to the application of excessive force or improper handling of the structure. [1],FMEA编号“TP12”对应的失效模式“Structural plastic deformation”的潜在失效原因/机理是：Maintenance; Plastic deformation can occur due to the application of excessive force or improper handling of the structure. [1]。,正确,1.0,3.3,CSV直答,1.0,1.0,0,,1,,,1.0,,,Maintenance; Plastic deformation can occur due to the application of excessive force or improper handling of the structure. [1],,潜在失效原因/机理,35,
37,1537,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP13”这条里，潜在失效后果是什么？,Tower transition piece connections failure,FMEA编号“TP13”对应的失效模式“Cracks”的潜在失效后果是：Tower transition piece connections failure。,正确,1.0,3.09,CSV直答,1.0,1.0,0,,1,,,,,,Tower transition piece connections failure,,潜在失效后果,36,
38,1538,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP14”这条的RPN是多少？,RPN=23.33,FMEA编号“TP14”对应的失效模式“Cracks”的RPN是：23.33。,正确,1.0,3.1,CSV直答,1.0,1.0,0,,1,,,23.33,,,,23.33,RPN,37,
39,1539,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC5”对应的建议措施是什么？,-; Cathodic protection; coating improvements,FMEA编号“DC5”对应的失效模式“Corrosion of J-tube [6]”的建议措施是：-; Cathodic protection; coating improvements。,正确,1.0,3.21,CSV直答,1.0,1.0,0,,1,,,,,,-; Cathodic protection; coating improvements,,建议措施,101,
40,1540,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP16”这条的S、O、D、RPN分别是多少？,,FMEA编号“TP16”对应的失效模式“Transition piece break”的S、O、D、RPN分别是：S=5.0；O=1.67；D=2.67；RPN=25.67。,正确,1.0,2.94,CSV直答,1.0,1.0,0,,1,,,5.0；1.67；2.67；25.67,,,,5.0；1.67；2.67；25.67,严酷度(S)；发生度(O)；可探测度(D)；RPN,39,
41,1541,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP17”这条里，潜在失效原因/机理是什么？,Operation and Maintenance; Undetected defects and poor quality control [11],FMEA编号“TP17”对应的失效模式“Transition piece break”的潜在失效原因/机理是：Operation and Maintenance; Undetected defects and poor quality control [11]。,正确,1.0,2.94,CSV直答,1.0,1.0,0,,1,,,11.0,,,Operation and Maintenance; Undetected defects and poor quality control [11],,潜在失效原因/机理,40,
42,1542,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP18”这条里，潜在失效后果是什么？,Tower transition piece connections failure,FMEA编号“TP18”对应的失效模式“Cracks”的潜在失效后果是：Tower transition piece connections failure。,正确,1.0,2.88,CSV直答,1.0,1.0,0,,1,,,,,,Tower transition piece connections failure,,潜在失效后果,41,
43,1543,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP19”这条的RPN是多少？,RPN=30.25,FMEA编号“TP19”对应的失效模式“Cracks”的RPN是：30.25。,正确,1.0,2.64,CSV直答,1.0,1.0,0,,1,,,30.25,,,,30.25,RPN,42,
44,1544,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC16”对应的建议措施是什么？,"Installation QA/QC: pull-in tension verification, handling procedures; Watertightness assurance: enhanced sealing tests; end termination QA; -","FMEA编号“DC16”对应的失效模式“Failure of watertightness”的建议措施是：Installation QA/QC: pull-in tension verification, handling procedures; Watertightness assurance: enhanced sealing tests; end termination QA; -。",正确,1.0,2.9,CSV直答,1.0,1.0,0,,1,,,,,,"Installation QA/QC: pull-in tension verification, handling procedures; Watertightness assurance: enhanced sealing tests; end termination QA; -",,建议措施,112,
45,1545,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“TP21”这条的S、O、D、RPN分别是多少？,,FMEA编号“TP21”对应的失效模式“Cracks”的S、O、D、RPN分别是：S=3.33；O=3.0；D=3.0；RPN=26.67。,正确,1.0,2.65,CSV直答,1.0,1.0,0,,1,,,3.33；3.0；3.0；26.67,,,,3.33；3.0；3.0；26.67,严酷度(S)；发生度(O)；可探测度(D)；RPN,44,
46,1546,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF1”这条里，潜在失效原因/机理是什么？,Design; Analysis and Calculation fault due to human error,FMEA编号“FF1”对应的失效模式“Capsize [11]”的潜在失效原因/机理是：Design; Analysis and Calculation fault due to human error。,正确,1.0,2.69,CSV直答,1.0,1.0,0,,1,,,,,,Design; Analysis and Calculation fault due to human error,,潜在失效原因/机理,45,
47,1547,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF2”这条里，潜在失效后果是什么？,Project cancellation,FMEA编号“FF2”对应的失效模式“Capsize [11]”的潜在失效后果是：Project cancellation。,正确,1.0,2.78,CSV直答,1.0,1.0,0,,1,,,,,,Project cancellation,,潜在失效后果,46,
48,1548,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“FF3”这条的RPN是多少？,RPN=40.14,FMEA编号“FF3”对应的失效模式“Additional Structures Failures”的RPN是：40.14。,正确,1.0,2.65,CSV直答,1.0,1.0,0,,1,,,40.14,,,,40.14,RPN,47,
