answer,correct,detail,error,extra_terms,idx,kind,missing_terms,numeric_delta,question,score
是。项目/功能“动力电池”包含失效模式“现场电池组无输出电压”。,1,exact_boolean,,,25,mode_project_repeat,,,项目/功能“动力电池”中是否包含失效模式“现场电池组无输出电压”？,1
失效模式“单体电压过低”属于项目/功能“动力电池”。,1,exact_text,,,26,mode_project,,,失效模式“单体电压过低”属于哪个项目/功能？,1
失效模式“单体电压过低”对应的FMEA编号是：H-187-1.2。,1,exact_text,,,27,mode_code,,,失效模式“单体电压过低”对应的FMEA编号是什么？,1
失效模式“单体电压过低”的RPN是：168。,1,exact_number,,,28,mode_rpn,,0.0,失效模式“单体电压过低”的RPN是多少？,1
失效模式“单体电压过低”的严酷度S是：7。,1,exact_number,,,29,mode_s,,0.0,失效模式“单体电压过低”的严酷度S是多少？,1
失效模式“单体电压过低”的发生度O是：4。,1,exact_number,,,30,mode_o,,0.0,失效模式“单体电压过低”的发生度O是多少？,1
失效模式“单体电压过低”的可探测度D是：6。,1,exact_number,,,31,mode_d,,0.0,失效模式“单体电压过低”的可探测度D是多少？,1
失效模式“单体电压过低”的潜在失效原因/机理是：单节电池容量降低或损坏。,1,exact_text,,,32,mode_cause,,,失效模式“单体电压过低”的潜在失效原因/机理是什么？,1
失效模式“单体电压过低”的潜在失效后果是：影响用户使用。,1,exact_text,,,33,mode_effect,,,失效模式“单体电压过低”的潜在失效后果是什么？,1
针对失效模式“单体电压过低”，现行预防控制是：设定标准值；现行探测控制是：BIT机内测试。,1,exact_set,,,34,mode_controls,,,针对失效模式“单体电压过低”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“单体电压过低”，建议措施是：更换电压过低电池。,1,exact_text,,,35,mode_action,,,针对失效模式“单体电压过低”，建议措施是什么？,1
是。失效模式“单体电压过低”的潜在失效原因/机理是：单节电池容量降低或损坏。,1,exact_boolean,,,36,mode_boolean_cause,,,失效模式“单体电压过低”的原因是否包含“单节电池容量降低或损坏”？,1
是。失效模式“单体电压过低”的潜在失效后果是：影响用户使用。,1,exact_boolean,,,37,mode_boolean_effect,,,失效模式“单体电压过低”的后果是否为“影响用户使用”？,1
是。失效模式“单体电压过低”所属项目/功能是：动力电池。,1,exact_boolean,,,38,mode_boolean_project,,,失效模式“单体电压过低”是否属于“动力电池”？,1
是。失效模式“单体电压过低”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,39,mode_boolean_product,,,失效模式“单体电压过低”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“单体电压过低”的RPN是：168。,1,exact_boolean,,,40,mode_boolean_rpn,,,失效模式“单体电压过低”的RPN是否为“168”？,1
是。失效模式“单体电压过低”的严酷度S是：7。,1,exact_boolean,,,41,mode_boolean_s,,,失效模式“单体电压过低”的严酷度是否为“7”？,1
是。失效模式“单体电压过低”的发生度O是：4。,1,exact_boolean,,,42,mode_boolean_o,,,失效模式“单体电压过低”的发生度是否为“4”？,1
是。失效模式“单体电压过低”的可探测度D是：6。,1,exact_boolean,,,43,mode_boolean_d,,,失效模式“单体电压过低”的可探测度是否为“6”？,1
是。失效模式“单体电压过低”的现行预防控制为“设定标准值”。,1,exact_text,,,44,mode_has_prevent,,,失效模式“单体电压过低”是否记录了现行预防控制？,1
是。失效模式“单体电压过低”的现行探测控制为“BIT机内测试”。,1,exact_text,,,45,mode_has_detect,,,失效模式“单体电压过低”是否记录了现行探测控制？,1
是。失效模式“单体电压过低”的现行预防控制是：设定标准值。,1,exact_boolean,,,46,mode_boolean_prevent,,,失效模式“单体电压过低”的现行预防控制是否为“设定标准值”?,1
是。失效模式“单体电压过低”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,47,mode_boolean_detect,,,失效模式“单体电压过低”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“单体电压过低”的建议措施是：更换电压过低电池。,1,exact_boolean,,,48,mode_boolean_action,,,失效模式“单体电压过低”的建议措施是否为“更换电压过低电池”？,1
FMEA编号“H-187-1.2”对应的失效模式是：单体电压过低。,1,exact_text,,,49,code_to_mode,,,FMEA编号“H-187-1.2”对应的失效模式是什么？,1
是。项目/功能“动力电池”包含失效模式“单体电压过低”。,1,exact_boolean,,,50,mode_project_repeat,,,项目/功能“动力电池”中是否包含失效模式“单体电压过低”？,1
失效模式“巡航里程低于额定值”属于项目/功能“动力电池”。,1,exact_text,,,51,mode_project,,,失效模式“巡航里程低于额定值”属于哪个项目/功能？,1
失效模式“巡航里程低于额定值”对应的FMEA编号是：H-187-1.3。,1,exact_text,,,52,mode_code,,,失效模式“巡航里程低于额定值”对应的FMEA编号是什么？,1
失效模式“巡航里程低于额定值”的RPN是：168。,1,exact_number,,,53,mode_rpn,,0.0,失效模式“巡航里程低于额定值”的RPN是多少？,1
失效模式“巡航里程低于额定值”的严酷度S是：7。,1,exact_number,,,54,mode_s,,0.0,失效模式“巡航里程低于额定值”的严酷度S是多少？,1
失效模式“巡航里程低于额定值”的发生度O是：4。,1,exact_number,,,55,mode_o,,0.0,失效模式“巡航里程低于额定值”的发生度O是多少？,1
失效模式“巡航里程低于额定值”的可探测度D是：6。,1,exact_number,,,56,mode_d,,0.0,失效模式“巡航里程低于额定值”的可探测度D是多少？,1
失效模式“巡航里程低于额定值”的潜在失效原因/机理是：电池组单节容量降低或整体过低。,1,exact_text,,,57,mode_cause,,,失效模式“巡航里程低于额定值”的潜在失效原因/机理是什么？,1
失效模式“巡航里程低于额定值”的潜在失效后果是：影响用户使用。,1,exact_text,,,58,mode_effect,,,失效模式“巡航里程低于额定值”的潜在失效后果是什么？,1
针对失效模式“巡航里程低于额定值”，现行预防控制是：设定标准值；现行探测控制是：BIT机内测试。,1,exact_set,,,59,mode_controls,,,针对失效模式“巡航里程低于额定值”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“巡航里程低于额定值”，建议措施是：更换电压过低电池。,1,exact_text,,,60,mode_action,,,针对失效模式“巡航里程低于额定值”，建议措施是什么？,1
是。失效模式“巡航里程低于额定值”的潜在失效原因/机理是：电池组单节容量降低或整体过低。,1,exact_boolean,,,61,mode_boolean_cause,,,失效模式“巡航里程低于额定值”的原因是否包含“电池组单节容量降低或整体过低”？,1
是。失效模式“巡航里程低于额定值”的潜在失效后果是：影响用户使用。,1,exact_boolean,,,62,mode_boolean_effect,,,失效模式“巡航里程低于额定值”的后果是否为“影响用户使用”？,1
是。失效模式“巡航里程低于额定值”所属项目/功能是：动力电池。,1,exact_boolean,,,63,mode_boolean_project,,,失效模式“巡航里程低于额定值”是否属于“动力电池”？,1
是。失效模式“巡航里程低于额定值”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,64,mode_boolean_product,,,失效模式“巡航里程低于额定值”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“巡航里程低于额定值”的RPN是：168。,1,exact_boolean,,,65,mode_boolean_rpn,,,失效模式“巡航里程低于额定值”的RPN是否为“168”？,1
是。失效模式“巡航里程低于额定值”的严酷度S是：7。,1,exact_boolean,,,66,mode_boolean_s,,,失效模式“巡航里程低于额定值”的严酷度是否为“7”？,1
是。失效模式“巡航里程低于额定值”的发生度O是：4。,1,exact_boolean,,,67,mode_boolean_o,,,失效模式“巡航里程低于额定值”的发生度是否为“4”？,1
是。失效模式“巡航里程低于额定值”的可探测度D是：6。,1,exact_boolean,,,68,mode_boolean_d,,,失效模式“巡航里程低于额定值”的可探测度是否为“6”？,1
是。失效模式“巡航里程低于额定值”的现行预防控制为“设定标准值”。,1,exact_text,,,69,mode_has_prevent,,,失效模式“巡航里程低于额定值”是否记录了现行预防控制？,1
是。失效模式“巡航里程低于额定值”的现行探测控制为“BIT机内测试”。,1,exact_text,,,70,mode_has_detect,,,失效模式“巡航里程低于额定值”是否记录了现行探测控制？,1
是。失效模式“巡航里程低于额定值”的现行预防控制是：设定标准值。,1,exact_boolean,,,71,mode_boolean_prevent,,,失效模式“巡航里程低于额定值”的现行预防控制是否为“设定标准值”?,1
是。失效模式“巡航里程低于额定值”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,72,mode_boolean_detect,,,失效模式“巡航里程低于额定值”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“巡航里程低于额定值”的建议措施是：更换电压过低电池。,1,exact_boolean,,,73,mode_boolean_action,,,失效模式“巡航里程低于额定值”的建议措施是否为“更换电压过低电池”？,1
FMEA编号“H-187-1.3”对应的失效模式是：巡航里程低于额定值。,1,exact_text,,,74,code_to_mode,,,FMEA编号“H-187-1.3”对应的失效模式是什么？,1
是。项目/功能“动力电池”包含失效模式“巡航里程低于额定值”。,1,exact_boolean,,,75,mode_project_repeat,,,项目/功能“动力电池”中是否包含失效模式“巡航里程低于额定值”？,1
失效模式“电池箱体进水”属于项目/功能“电池组箱体”。,1,exact_text,,,76,mode_project,,,失效模式“电池箱体进水”属于哪个项目/功能？,1
失效模式“电池箱体进水”对应的FMEA编号是：H-187-2.1。,1,exact_text,,,77,mode_code,,,失效模式“电池箱体进水”对应的FMEA编号是什么？,1
失效模式“电池箱体进水”的RPN是：126。,1,exact_number,,,78,mode_rpn,,0.0,失效模式“电池箱体进水”的RPN是多少？,1
失效模式“电池箱体进水”的严酷度S是：7。,1,exact_number,,,79,mode_s,,0.0,失效模式“电池箱体进水”的严酷度S是多少？,1
失效模式“电池箱体进水”的发生度O是：3。,1,exact_number,,,80,mode_o,,0.0,失效模式“电池箱体进水”的发生度O是多少？,1
失效模式“电池箱体进水”的可探测度D是：6。,1,exact_number,,,81,mode_d,,0.0,失效模式“电池箱体进水”的可探测度D是多少？,1
失效模式“电池箱体进水”的潜在失效原因/机理是：电池箱体密封不严。,1,exact_text,,,82,mode_cause,,,失效模式“电池箱体进水”的潜在失效原因/机理是什么？,1
失效模式“电池箱体进水”的潜在失效后果是：电池短路、电子器件失效或损坏、箱体生锈。,1,exact_text,,,83,mode_effect,,,失效模式“电池箱体进水”的潜在失效后果是什么？,1
针对失效模式“电池箱体进水”，现行预防控制是：提高防护等级；现行探测控制是：BIT机内测试。,1,exact_set,,,84,mode_controls,,,针对失效模式“电池箱体进水”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“电池箱体进水”，建议措施是：现场做防水处理。,1,exact_text,,,85,mode_action,,,针对失效模式“电池箱体进水”，建议措施是什么？,1
是。失效模式“电池箱体进水”的潜在失效原因/机理是：电池箱体密封不严。,1,exact_boolean,,,86,mode_boolean_cause,,,失效模式“电池箱体进水”的原因是否包含“电池箱体密封不严”？,1
是。失效模式“电池箱体进水”的潜在失效后果是：电池短路、电子器件失效或损坏、箱体生锈。,1,exact_boolean,,,87,mode_boolean_effect,,,失效模式“电池箱体进水”的后果是否为“电池短路、电子器件失效或损坏、箱体生锈”？,1
是。失效模式“电池箱体进水”所属项目/功能是：电池组箱体。,1,exact_boolean,,,88,mode_boolean_project,,,失效模式“电池箱体进水”是否属于“电池组箱体”？,1
是。失效模式“电池箱体进水”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,89,mode_boolean_product,,,失效模式“电池箱体进水”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“电池箱体进水”的RPN是：126。,1,exact_boolean,,,90,mode_boolean_rpn,,,失效模式“电池箱体进水”的RPN是否为“126”？,1
是。失效模式“电池箱体进水”的严酷度S是：7。,1,exact_boolean,,,91,mode_boolean_s,,,失效模式“电池箱体进水”的严酷度是否为“7”？,1
是。失效模式“电池箱体进水”的发生度O是：3。,1,exact_boolean,,,92,mode_boolean_o,,,失效模式“电池箱体进水”的发生度是否为“3”？,1
是。失效模式“电池箱体进水”的可探测度D是：6。,1,exact_boolean,,,93,mode_boolean_d,,,失效模式“电池箱体进水”的可探测度是否为“6”？,1
是。失效模式“电池箱体进水”的现行预防控制为“提高防护等级”。,1,exact_text,,,94,mode_has_prevent,,,失效模式“电池箱体进水”是否记录了现行预防控制？,1
是。失效模式“电池箱体进水”的现行探测控制为“BIT机内测试”。,1,exact_text,,,95,mode_has_detect,,,失效模式“电池箱体进水”是否记录了现行探测控制？,1
是。失效模式“电池箱体进水”的现行预防控制是：提高防护等级。,1,exact_boolean,,,96,mode_boolean_prevent,,,失效模式“电池箱体进水”的现行预防控制是否为“提高防护等级”?,1
是。失效模式“电池箱体进水”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,97,mode_boolean_detect,,,失效模式“电池箱体进水”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“电池箱体进水”的建议措施是：现场做防水处理。,1,exact_boolean,,,98,mode_boolean_action,,,失效模式“电池箱体进水”的建议措施是否为“现场做防水处理”？,1
FMEA编号“H-187-2.1”对应的失效模式是：电池箱体进水。,1,exact_text,,,99,code_to_mode,,,FMEA编号“H-187-2.1”对应的失效模式是什么？,1
是。项目/功能“电池组箱体”包含失效模式“电池箱体进水”。,1,exact_boolean,,,100,mode_project_repeat,,,项目/功能“电池组箱体”中是否包含失效模式“电池箱体进水”？,1
失效模式“电池箱体进灰尘”属于项目/功能“电池组箱体”。,1,exact_text,,,101,mode_project,,,失效模式“电池箱体进灰尘”属于哪个项目/功能？,1
失效模式“电池箱体进灰尘”对应的FMEA编号是：H-187-2.2。,1,exact_text,,,102,mode_code,,,失效模式“电池箱体进灰尘”对应的FMEA编号是什么？,1
失效模式“电池箱体进灰尘”的RPN是：84。,1,exact_number,,,103,mode_rpn,,0.0,失效模式“电池箱体进灰尘”的RPN是多少？,1
失效模式“电池箱体进灰尘”的严酷度S是：7。,1,exact_number,,,104,mode_s,,0.0,失效模式“电池箱体进灰尘”的严酷度S是多少？,1
失效模式“电池箱体进灰尘”的发生度O是：2。,1,exact_number,,,105,mode_o,,0.0,失效模式“电池箱体进灰尘”的发生度O是多少？,1
失效模式“电池箱体进灰尘”的可探测度D是：6。,1,exact_number,,,106,mode_d,,0.0,失效模式“电池箱体进灰尘”的可探测度D是多少？,1
失效模式“电池箱体进灰尘”的潜在失效原因/机理是：电池箱体密封不严。,1,exact_text,,,107,mode_cause,,,失效模式“电池箱体进灰尘”的潜在失效原因/机理是什么？,1
失效模式“电池箱体进灰尘”的潜在失效后果是：电子器件失效或损坏、影响电池组散热。,1,exact_text,,,108,mode_effect,,,失效模式“电池箱体进灰尘”的潜在失效后果是什么？,1
针对失效模式“电池箱体进灰尘”，现行预防控制是：提高防护等级；现行探测控制是：BIT机内测试。,1,exact_set,,,109,mode_controls,,,针对失效模式“电池箱体进灰尘”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“电池箱体进灰尘”，建议措施是：现场做防尘处理。,1,exact_text,,,110,mode_action,,,针对失效模式“电池箱体进灰尘”，建议措施是什么？,1
是。失效模式“电池箱体进灰尘”的潜在失效原因/机理是：电池箱体密封不严。,1,exact_boolean,,,111,mode_boolean_cause,,,失效模式“电池箱体进灰尘”的原因是否包含“电池箱体密封不严”？,1
是。失效模式“电池箱体进灰尘”的潜在失效后果是：电子器件失效或损坏、影响电池组散热。,1,exact_boolean,,,112,mode_boolean_effect,,,失效模式“电池箱体进灰尘”的后果是否为“电子器件失效或损坏、影响电池组散热”？,1
是。失效模式“电池箱体进灰尘”所属项目/功能是：电池组箱体。,1,exact_boolean,,,113,mode_boolean_project,,,失效模式“电池箱体进灰尘”是否属于“电池组箱体”？,1
是。失效模式“电池箱体进灰尘”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,114,mode_boolean_product,,,失效模式“电池箱体进灰尘”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“电池箱体进灰尘”的RPN是：84。,1,exact_boolean,,,115,mode_boolean_rpn,,,失效模式“电池箱体进灰尘”的RPN是否为“84”？,1
是。失效模式“电池箱体进灰尘”的严酷度S是：7。,1,exact_boolean,,,116,mode_boolean_s,,,失效模式“电池箱体进灰尘”的严酷度是否为“7”？,1
是。失效模式“电池箱体进灰尘”的发生度O是：2。,1,exact_boolean,,,117,mode_boolean_o,,,失效模式“电池箱体进灰尘”的发生度是否为“2”？,1
是。失效模式“电池箱体进灰尘”的可探测度D是：6。,1,exact_boolean,,,118,mode_boolean_d,,,失效模式“电池箱体进灰尘”的可探测度是否为“6”？,1
是。失效模式“电池箱体进灰尘”的现行预防控制为“提高防护等级”。,1,exact_text,,,119,mode_has_prevent,,,失效模式“电池箱体进灰尘”是否记录了现行预防控制？,1
是。失效模式“电池箱体进灰尘”的现行探测控制为“BIT机内测试”。,1,exact_text,,,120,mode_has_detect,,,失效模式“电池箱体进灰尘”是否记录了现行探测控制？,1
是。失效模式“电池箱体进灰尘”的现行预防控制是：提高防护等级。,1,exact_boolean,,,121,mode_boolean_prevent,,,失效模式“电池箱体进灰尘”的现行预防控制是否为“提高防护等级”?,1
是。失效模式“电池箱体进灰尘”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,122,mode_boolean_detect,,,失效模式“电池箱体进灰尘”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“电池箱体进灰尘”的建议措施是：现场做防尘处理。,1,exact_boolean,,,123,mode_boolean_action,,,失效模式“电池箱体进灰尘”的建议措施是否为“现场做防尘处理”？,1
FMEA编号“H-187-2.2”对应的失效模式是：电池箱体进灰尘。,1,exact_text,,,124,code_to_mode,,,FMEA编号“H-187-2.2”对应的失效模式是什么？,1
是。项目/功能“电池组箱体”包含失效模式“电池箱体进灰尘”。,1,exact_boolean,,,125,mode_project_repeat,,,项目/功能“电池组箱体”中是否包含失效模式“电池箱体进灰尘”？,1
失效模式“电池组漏液”属于项目/功能“电池组箱体”。,1,exact_text,,,126,mode_project,,,失效模式“电池组漏液”属于哪个项目/功能？,1
失效模式“电池组漏液”对应的FMEA编号是：H-187-2.3。,1,exact_text,,,127,mode_code,,,失效模式“电池组漏液”对应的FMEA编号是什么？,1
失效模式“电池组漏液”的RPN是：108。,1,exact_number,,,128,mode_rpn,,0.0,失效模式“电池组漏液”的RPN是多少？,1
失效模式“电池组漏液”的严酷度S是：9。,1,exact_number,,,129,mode_s,,0.0,失效模式“电池组漏液”的严酷度S是多少？,1
失效模式“电池组漏液”的发生度O是：2。,1,exact_number,,,130,mode_o,,0.0,失效模式“电池组漏液”的发生度O是多少？,1
失效模式“电池组漏液”的可探测度D是：6。,1,exact_number,,,131,mode_d,,0.0,失效模式“电池组漏液”的可探测度D是多少？,1
失效模式“电池组漏液”的潜在失效原因/机理是：电池组间隙大电池受到挤压碰撞震动。,1,exact_text,,,132,mode_cause,,,失效模式“电池组漏液”的潜在失效原因/机理是什么？,1
失效模式“电池组漏液”的潜在失效后果是：安全事故。,1,exact_text,,,133,mode_effect,,,失效模式“电池组漏液”的潜在失效后果是什么？,1
针对失效模式“电池组漏液”，现行预防控制是：未记录；现行探测控制是：BIT机内测试。,1,exact_set,,,134,mode_controls,,,针对失效模式“电池组漏液”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“电池组漏液”，建议措施是：现场做防震处理。,1,exact_text,,,135,mode_action,,,针对失效模式“电池组漏液”，建议措施是什么？,1
是。失效模式“电池组漏液”的潜在失效原因/机理是：电池组间隙大电池受到挤压碰撞震动。,1,exact_boolean,,,136,mode_boolean_cause,,,失效模式“电池组漏液”的原因是否包含“电池组间隙大电池受到挤压碰撞震动”？,1
是。失效模式“电池组漏液”的潜在失效后果是：安全事故。,1,exact_boolean,,,137,mode_boolean_effect,,,失效模式“电池组漏液”的后果是否为“安全事故”？,1
是。失效模式“电池组漏液”所属项目/功能是：电池组箱体。,1,exact_boolean,,,138,mode_boolean_project,,,失效模式“电池组漏液”是否属于“电池组箱体”？,1
是。失效模式“电池组漏液”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,139,mode_boolean_product,,,失效模式“电池组漏液”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“电池组漏液”的RPN是：108。,1,exact_boolean,,,140,mode_boolean_rpn,,,失效模式“电池组漏液”的RPN是否为“108”？,1
是。失效模式“电池组漏液”的严酷度S是：9。,1,exact_boolean,,,141,mode_boolean_s,,,失效模式“电池组漏液”的严酷度是否为“9”？,1
是。失效模式“电池组漏液”的发生度O是：2。,1,exact_boolean,,,142,mode_boolean_o,,,失效模式“电池组漏液”的发生度是否为“2”？,1
是。失效模式“电池组漏液”的可探测度D是：6。,1,exact_boolean,,,143,mode_boolean_d,,,失效模式“电池组漏液”的可探测度是否为“6”？,1
否。失效模式“电池组漏液”未记录现行预防控制。,1,exact_text,,,144,mode_has_prevent,,,失效模式“电池组漏液”是否记录了现行预防控制？,1
是。失效模式“电池组漏液”的现行探测控制为“BIT机内测试”。,1,exact_text,,,145,mode_has_detect,,,失效模式“电池组漏液”是否记录了现行探测控制？,1
是。失效模式“电池组漏液”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,146,mode_boolean_detect,,,失效模式“电池组漏液”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“电池组漏液”的建议措施是：现场做防震处理。,1,exact_boolean,,,147,mode_boolean_action,,,失效模式“电池组漏液”的建议措施是否为“现场做防震处理”？,1
FMEA编号“H-187-2.3”对应的失效模式是：电池组漏液。,1,exact_text,,,148,code_to_mode,,,FMEA编号“H-187-2.3”对应的失效模式是什么？,1
是。项目/功能“电池组箱体”包含失效模式“电池组漏液”。,1,exact_boolean,,,149,mode_project_repeat,,,项目/功能“电池组箱体”中是否包含失效模式“电池组漏液”？,1
失效模式“注塑件起火”属于项目/功能“绝缘注塑件”。,1,exact_text,,,150,mode_project,,,失效模式“注塑件起火”属于哪个项目/功能？,1
失效模式“注塑件起火”对应的FMEA编号是：H-187-3.1。,1,exact_text,,,151,mode_code,,,失效模式“注塑件起火”对应的FMEA编号是什么？,1
失效模式“注塑件起火”的RPN是：60。,1,exact_number,,,152,mode_rpn,,0.0,失效模式“注塑件起火”的RPN是多少？,1
失效模式“注塑件起火”的严酷度S是：10。,1,exact_number,,,153,mode_s,,0.0,失效模式“注塑件起火”的严酷度S是多少？,1
失效模式“注塑件起火”的发生度O是：1。,1,exact_number,,,154,mode_o,,0.0,失效模式“注塑件起火”的发生度O是多少？,1
失效模式“注塑件起火”的可探测度D是：6。,1,exact_number,,,155,mode_d,,0.0,失效模式“注塑件起火”的可探测度D是多少？,1
失效模式“注塑件起火”的潜在失效原因/机理是：绝缘注塑件不阻燃。,1,exact_text,,,156,mode_cause,,,失效模式“注塑件起火”的潜在失效原因/机理是什么？,1
失效模式“注塑件起火”的潜在失效后果是：安全事故。,1,exact_text,,,157,mode_effect,,,失效模式“注塑件起火”的潜在失效后果是什么？,1
针对失效模式“注塑件起火”，现行预防控制是：未记录；现行探测控制是：ETA自动检测。,1,exact_set,,,158,mode_controls,,,针对失效模式“注塑件起火”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“注塑件起火”，建议措施是：更换绝缘注塑件。,1,exact_text,,,159,mode_action,,,针对失效模式“注塑件起火”，建议措施是什么？,1
是。失效模式“注塑件起火”的潜在失效原因/机理是：绝缘注塑件不阻燃。,1,exact_boolean,,,160,mode_boolean_cause,,,失效模式“注塑件起火”的原因是否包含“绝缘注塑件不阻燃”？,1
是。失效模式“注塑件起火”的潜在失效后果是：安全事故。,1,exact_boolean,,,161,mode_boolean_effect,,,失效模式“注塑件起火”的后果是否为“安全事故”？,1
