序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
11,11,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-011对应的原因到底是什么？,使用电流高于额定电流不保护,使用电流高于额定电流不保护,正确,1.0,994.68,语义RAG,0.1667,1.0,0,,6,,,,,,使用电流高于额定电流不保护,,潜在失效原因/机理,10,
12,12,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-012对应的后果是什么？,安全事故,我不知道。上下文中的FMEA编号没有LFP-DFMEA-012这个编号。,错误,0.0,773.51,语义RAG,1.0,1.0,0,,6,安全事故,,,,,安全事故,,潜在失效后果,11,
13,13,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-013建议咋改？,,未记录。,错误,0.0,992.5,语义RAG,0.0,,0,,6,,,,,,,,建议措施,12,
14,14,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-014的RPN是多少？,RPN=90.0,不知道。,错误,0.0,628.99,语义RAG,0.0,0.0,0,,6,,90.0,,,,,90.0,RPN,13,
15,15,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-015的S、O、D、RPN分别是多少？,S=9.0；O=2.0；D=5.0；RPN=90.0,严重度 / S: 9 发生度 / O: 2 可探测度 / D: 5 风险优先数 / RPN: 90,正确,1.0,909.14,语义RAG,0.0,1.0,0,,6,,,9.0；2.0；5.0；90.0,,,,9.0；2.0；5.0；90.0,S；O；D；RPN,14,
16,16,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-016对应的原因到底是什么？,风道设计不合理,失效原因 / FailureCause / cause / reason / 为啥 / 咋来的: 风道设计不合理,正确,1.0,782.0,语义RAG,0.1667,1.0,0,,6,,,,,,风道设计不合理,,潜在失效原因/机理,15,
17,17,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-017对应的后果是什么？,影响电池工作,不知道。,错误,0.0,610.74,语义RAG,0.5,1.0,0,,6,影响电池工作,,,,,影响电池工作,,潜在失效后果,16,
18,18,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-018建议咋改？,更换风扇,更换风扇,正确,1.0,649.48,语义RAG,0.1667,1.0,0,,6,,,,,,更换风扇,,建议措施,17,
19,19,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-019的RPN是多少？,RPN=140.0,不知道。,错误,0.0,632.07,语义RAG,0.0,0.0,0,,6,,140.0,,,,,140.0,RPN,18,
20,20,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-020的S、O、D、RPN分别是多少？,S=4.0；O=3.0；D=7.0；RPN=84.0,不知道。上下文提供的FMEA编号与问题中提到的LFP-DFMEA-020不匹配，没有找到对应的S、O、D、RPN值。,错误,0.0,934.75,语义RAG,0.0,0.25,0,,6,,4.0；3.0；7.0；84.0,,,,,4.0；3.0；7.0；84.0,S；O；D；RPN,19,
21,21,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-021对应的原因到底是什么？,连接片氧化、未压紧防松螺母连接电阻增加、截面积小或材质不纯,不知道。上下文中的FMEA编号没有LFP-DFMEA-021这个编号。,错误,0.0,721.17,语义RAG,0.0,0.0,0,,6,连接片氧化、未压紧防松螺母连接电阻增加、截面积小或材质不纯,,,,,连接片氧化、未压紧防松螺母连接电阻增加、截面积小或材质不纯,,潜在失效原因/机理,20,
22,22,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-022对应的后果是什么？,影响用户使用,我不知道。上下文中的FMEA编号没有LFP-DFMEA-022这个编号。,错误,0.0,789.84,语义RAG,0.0,0.0,0,,6,影响用户使用,,,,,影响用户使用,,潜在失效后果,21,
23,23,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-023建议咋改？,定期检查和更新BMS系统,你提供的上下文中并没有找到FMEA编号为LFP-DFMEA-023的相关信息，因此无法给出具体的建议措施。根据现有信息，最接近的编号是LFP021，其建议措施为：更换连接片或压紧防松螺母。 若需要针对LFP-DFMEA-023的具体建议，请提供相关详细信息。,错误,0.0,1328.46,语义RAG,0.0,0.0,0,,6,定期检查和更新BMS系统,,,,,定期检查和更新BMS系统,,建议措施,22,
24,24,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-024的RPN是多少？,RPN=60.0,不知道。,错误,0.0,602.71,语义RAG,0.0,0.0,0,,6,,60.0,,,,,60.0,RPN,23,
25,25,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-025的S、O、D、RPN分别是多少？,S=8.0；O=5.0；D=6.0；RPN=240.0,不知道。上下文中的FMEA编号没有出现LFP-DFMEA-025这个编号。,错误,0.0,772.08,语义RAG,0.0,0.75,0,,6,,8.0；5.0；6.0；240.0,,,,,8.0；5.0；6.0；240.0,S；O；D；RPN,24,
26,26,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-026对应的原因到底是什么？,通信线断裂、线路连接错误、受电磁干扰,不知道。上下文中的FMEA编号没有匹配到LFP-DFMEA-026这个编号。,错误,0.0,815.56,语义RAG,0.0,0.0,0,,6,通信线断裂、线路连接错误、受电磁干扰,,,,,通信线断裂、线路连接错误、受电磁干扰,,潜在失效原因/机理,25,
27,27,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-001对应的后果是什么？,电池组无法工作,不知道。上下文中的FMEA编号没有匹配到LFP-DFMEA-001这个编号。,错误,0.0,802.48,语义RAG,0.0,0.0,0,,6,电池组无法工作,,,,,电池组无法工作,,潜在失效后果,0,
28,28,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-002建议咋改？,更换电压过低电池,不知道。上下文中的FMEA编号为LFP009、LFP013、LFP011、LFP010、LFP015和LFP006，没有找到编号为LFP-DFMEA-002的相关信息。,错误,0.0,1109.83,语义RAG,0.0,0.0,0,,6,更换电压过低电池,,,,,更换电压过低电池,,建议措施,1,
29,29,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-003的RPN是多少？,RPN=168.0,168,正确,1.0,1039.3,语义RAG,0.0,1.0,0,,6,,,168.0,,,,168.0,RPN,2,
30,30,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-004的S、O、D、RPN分别是多少？,S=7.0；O=3.0；D=6.0；RPN=126.0,不知道。上下文中的FMEA编号没有LFP-DFMEA-004这个编号的信息。,错误,0.0,817.32,语义RAG,0.0,0.75,0,,6,,7.0；3.0；6.0；126.0,,,,,7.0；3.0；6.0；126.0,S；O；D；RPN,3,
31,31,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-005对应的原因到底是什么？,电池箱体密封不严,你提供的上下文中并没有找到FMEA编号为LFP-DFMEA-005的相关信息，因此无法回答该问题。根据现有信息，最接近的编号是LFP025，其失效原因如下： ``` 失效原因 / FailureCause / cause / reason / 为什么 / 为啥 / 咋来的: BMS 控制系统损坏 ```,错误,0.0,1733.28,语义RAG,0.1667,1.0,0,,6,电池箱体密封不严,,,,,电池箱体密封不严,,潜在失效原因/机理,4,
32,32,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-006对应的后果是什么？,安全事故,未知。上下文中没有找到编号为LFP-DFMEA-006的FMEA信息。,错误,0.0,820.35,语义RAG,0.1667,1.0,0,,6,安全事故,,,,,安全事故,,潜在失效后果,5,
33,33,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-007建议咋改？,更换绝缘注塑件,不知道。上下文中的FMEA编号为LFP020、LFP016、LFP009、LFP017、LFP001和LFP008，没有找到编号为LFP-DFMEA-007的相关信息。,错误,0.0,1120.58,语义RAG,0.0,0.0,0,,6,更换绝缘注塑件,,,,,更换绝缘注塑件,,建议措施,6,
34,34,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-008的RPN是多少？,RPN=84.0,84,正确,1.0,933.0,语义RAG,0.0,1.0,0,,6,,,84.0,,,,84.0,RPN,7,
35,35,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-009的S、O、D、RPN分别是多少？,S=9.0；O=2.0；D=6.0；RPN=108.0,S: 9 O: 2 D: 6 RPN: 108,正确,1.0,795.59,语义RAG,0.0,1.0,0,,6,,,9.0；2.0；6.0；108.0,,,,9.0；2.0；6.0；108.0,S；O；D；RPN,8,
36,36,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-010对应的原因到底是什么？,无有效保护措施,无有效保护措施,正确,1.0,633.41,语义RAG,0.3333,1.0,0,,6,,,,,,无有效保护措施,,潜在失效原因/机理,9,
37,37,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-011对应的后果是什么？,安全事故,失效后果 / FailureEffect / effect / result / consequence / 结果 / 后果 / 会怎样: 安全事故,正确,1.0,830.88,语义RAG,0.6667,1.0,0,,6,,,,,,安全事故,,潜在失效后果,10,
38,38,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-012建议咋改？,更换损坏器件,不知道。上下文中的FMEA编号为LFP009、LFP011、LFP013、LFP006、LFP010和LFP015，没有找到编号为LFP-DFMEA-012的相关信息。,错误,0.0,1116.16,语义RAG,0.0,0.0,0,,6,更换损坏器件,,,,,更换损坏器件,,建议措施,11,
39,39,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-013的RPN是多少？,RPN=120.0,你知道吗，上下文里并没有提到编号LFP-DFMEA-013的相关信息，所以根据提供的内容，我无法得知这个具体的RPN数值。不过，从FMEA编号LFP013的信息来看，它的RPN是120。,正确,1.0,1465.89,语义RAG,0.0,1.0,0,,6,,,120.0,,,,120.0,RPN,12,
40,40,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-014的S、O、D、RPN分别是多少？,S=9.0；O=2.0；D=5.0；RPN=90.0,不知道。上下文中的FMEA编号没有出现LFP-DFMEA-014。,错误,0.0,766.65,语义RAG,0.0,0.75,0,,6,,9.0；2.0；5.0；90.0,,,,,9.0；2.0；5.0；90.0,S；O；D；RPN,13,
41,41,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-015对应的原因到底是什么？,充电时继电器未断开,失效原因 / FailureCause / cause / reason / 为什么 / 为啥 / 咋来的: 充电时继电器未断开,正确,1.0,1271.82,语义RAG,0.3333,1.0,0,,6,,,,,,充电时继电器未断开,,潜在失效原因/机理,14,
42,42,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-016对应的后果是什么？,影响电池工作,不知道。上下文中的FMEA编号没有匹配到LFP-DFMEA-016这个编号。,错误,0.0,787.29,语义RAG,0.1667,1.0,0,,6,影响电池工作,,,,,影响电池工作,,潜在失效后果,15,
43,43,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-017建议咋改？,更换加热系统,不知道。上下文中的FMEA编号为LFP020、LFP001、LFP016、LFP026、LFP019和LFP009，没有找到编号为LFP-DFMEA-017的相关信息。,错误,0.0,1131.25,语义RAG,0.0,0.0,0,,6,更换加热系统,,,,,更换加热系统,,建议措施,16,
44,44,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-018的RPN是多少？,RPN=120.0,120,正确,1.0,631.98,语义RAG,0.0,1.0,0,,6,,,120.0,,,,120.0,RPN,17,
45,45,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-019的S、O、D、RPN分别是多少？,S=4.0；O=5.0；D=7.0；RPN=140.0,不知道。上下文中的FMEA编号没有出现LFP-DFMEA-019这个编号。,错误,0.0,787.17,语义RAG,0.0,0.25,0,,6,,4.0；5.0；7.0；140.0,,,,,4.0；5.0；7.0；140.0,S；O；D；RPN,18,
46,46,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_cause,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-020对应的原因到底是什么？,环境温度过高,不知道。上下文中的FMEA编号为LFP026，其失效原因/FailureCause为“通信线断裂、线路连接错误、受电磁干扰”，但没有找到编号为LFP-DFMEA-020的相关信息。,错误,0.0,1037.76,语义RAG,0.0,0.0,0,,6,环境温度过高,,,,,环境温度过高,,潜在失效原因/机理,19,
47,47,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_effect,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-021对应的后果是什么？,安全事故,不知道。上下文中的FMEA编号没有匹配到LFP-DFMEA-021这个编号。,错误,0.0,793.63,语义RAG,0.8333,1.0,0,,6,安全事故,,,,,安全事故,,潜在失效后果,20,
48,48,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_action,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-022建议咋改？,定期检查和更新BMS系统,不知道。上下文中的FMEA编号为LFP009、LFP011、LFP013、LFP006、LFP010和LFP015，没有找到编号为LFP-DFMEA-022的相关信息。,错误,0.0,1137.3,语义RAG,0.0,0.0,0,,6,定期检查和更新BMS系统,,,,,定期检查和更新BMS系统,,建议措施,21,
49,49,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_rpn,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-023的RPN是多少？,RPN=144.0,不知道。,错误,0.0,645.67,语义RAG,0.0,0.0,0,,6,,144.0,,,,,144.0,RPN,22,
50,50,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m1_sod,,M1_编号直答,编号直答,简单,编号LFP-DFMEA-024的S、O、D、RPN分别是多少？,S=10.0；O=1.0；D=6.0；RPN=60.0,不知道。上下文中的FMEA编号没有出现LFP-DFMEA-024这个编号。,错误,0.0,778.52,语义RAG,0.0,0.5,0,,6,,10.0；1.0；6.0；60.0,,,,,10.0；1.0；6.0；60.0,S；O；D；RPN,23,
51,51,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“动力电池”的平均RPN是多少？,平均RPN=133.00,动力电池 对应的RPN平均值为 133.00（n=3）。,正确,1.0,38.02,确定性规则问答,0.0,1.0,0,,1,,,133.0,,,,133.0,RPN,0,
52,52,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_max_mode,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”里RPN最高的是哪条？,电池箱体进水,FMEA编号=LFP004; 失效模式=电池箱体进水; RPN=126;,正确,1.0,1762.49,语义RAG,0.1667,1.0,0,,12,,,,,,电池箱体进水,,FailureMode,4,
53,53,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_min_mode,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”里RPN最低的是哪条？,注塑件起火,20,错误,0.0,972.41,语义RAG,0.1667,1.0,0,,6,注塑件起火,,,,,注塑件起火,,FailureMode,6,
54,54,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_s,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”的平均S是多少？,平均S=8.00,8,正确,1.0,1256.33,语义RAG,0.2222,1.0,0,,9,,,8.0,,,,8.0,S,8,
55,55,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_d,,M2_规则推理,规则推理,中等,项目/功能“高压箱”的平均D是多少？,平均D=5.33,5.33,正确,1.0,1490.55,语义RAG,0.4545,1.0,0,,11,,,5.33,,,,5.333333333333333,D,13,
56,56,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“热管理系统”的平均RPN是多少？,平均RPN=128.33,热管理系统 对应的RPN平均值为 128.33（n=6）。,正确,1.0,5.49,确定性规则问答,0.0,1.0,0,,1,,,128.33,,,,128.33333333333334,RPN,20,
57,57,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_max_mode,,M2_规则推理,规则推理,中等,项目/功能“电池管理系”里RPN最高的是哪条？,电池组过放未报警和未保护,FMEA编号=LFP025; 失效模式=电池组过放未报警和未保护; RPN=240;,正确,1.0,1790.37,语义RAG,0.1667,1.0,0,,12,,,,,,电池组过放未报警和未保护,,FailureMode,22,
58,58,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_min_mode,,M2_规则推理,规则推理,中等,项目/功能“动力电池”里RPN最低的是哪条？,现场电池组无输出电压,排名3: FMEA编号=LFP001; 失效模式=现场电池组无输出电压; RPN=63; S=7; O=3; D=3; 原因=1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏; 后果=电池组无法工作; 建议措施=现场更换损坏器件和改正错误。,正确,1.0,1775.91,语义RAG,0.5,1.0,0,,6,,,,,,现场电池组无输出电压,,FailureMode,1,
59,59,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_s,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”的平均S是多少？,平均S=7.67,7.67,正确,1.0,1313.85,语义RAG,0.2222,1.0,0,,9,,,7.67,,,,7.666666666666667,S,5,
60,60,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_d,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”的平均D是多少？,平均D=6.00,6,正确,1.0,1261.19,语义RAG,0.1111,1.0,0,,9,,,6.0,,,,6.0,D,6,
61,61,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”的平均RPN是多少？,平均RPN=96.00,电池壳体 对应的RPN平均值为 96.00（n=2）。,正确,1.0,5.25,确定性规则问答,0.0,1.0,0,,1,,,96.0,,,,96.0,RPN,7,
62,62,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_max_mode,,M2_规则推理,规则推理,中等,项目/功能“高压箱”里RPN最高的是哪条？,输出不受控制,FMEA编号=LFP012; 失效模式=输出不受控制; RPN=180;,正确,1.0,1723.12,语义RAG,0.5,1.0,0,,12,,,,,,输出不受控制,,FailureMode,14,
63,63,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_min_mode,,M2_规则推理,规则推理,中等,项目/功能“热管理系统”里RPN最低的是哪条？,整体温度高，管理目标无法实现,FMEA编号=LFP020，失效模式=整体温度高，管理目标无法实现。,正确,1.0,1113.79,语义RAG,0.5,1.0,0,,6,,,,,,整体温度高，管理目标无法实现,,FailureMode,15,
64,64,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_s,,M2_规则推理,规则推理,中等,项目/功能“电池管理系”的平均S是多少？,平均S=6.00,7,错误,0.0,1306.57,语义RAG,0.2222,1.0,0,,9,,6.0,,,,,6.0,S,24,
65,65,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_d,,M2_规则推理,规则推理,中等,项目/功能“动力电池”的平均D是多少？,平均D=5.00,3.67,错误,0.0,1313.62,语义RAG,0.3333,1.0,0,,9,,5.0,,,,,5.0,D,2,
66,66,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,模块专项测试,module_m2_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”的平均RPN是多少？,平均RPN=106.00,电池组箱体 对应的RPN平均值为 106.00（n=3）。,正确,1.0,6.73,确定性规则问答,0.0,1.0,0,,1,,,106.0,,,,106.0,RPN,3,
