序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
11,11,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,"在项目/功能“Transition piece / Transition Piece / Primary structure”中，故障现象“Transition piece break”会造成“tension failure (rupture), buckling of the transition piece/ Tower unit damage”，它的潜在原因/机理是什么？","Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]","在项目/功能“Transition piece / Transition Piece / Primary structure”中，故障现象“Transition piece break”造成“tension failure (rupture), buckling of the transition piece/ Tower unit damage”的潜在原因是：

""Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]""",正确,1.0,1144.62,纯LLM直答,1.0,1.0,0,,1,,,16.0,,,"Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,25,
12,12,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary stucture”中，故障现象“Structural plastic deformation”会造成“Local stress accumulation”，它的潜在原因/机理是什么？,"Operation; Changes in wave spectra can cause increased loads, resonance, and stress concentrations, leading to plastic deformation in offshore wind turbines. [11]","在项目/功能“Transition piece / Transition Piece / Primary structure”中，故障现象“Structural plastic deformation”造成“Local stress accumulation”的潜在原因是：

Operation; Changes in wave spectra can cause increased loads, resonance, and stress concentrations, leading to plastic deformation in offshore wind turbines. [11]",正确,1.0,1013.11,纯LLM直答,1.0,1.0,0,,1,,,11.0,,,"Operation; Changes in wave spectra can cause increased loads, resonance, and stress concentrations, leading to plastic deformation in offshore wind turbines. [11]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,26,
13,13,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure & welding”中，故障现象“Cracks”会造成“Tower transition piece connections failure / resonance”，它的潜在原因/机理是什么？,"Operation; Cycling loading could cause microstructural changes in the material and eventually lead to fatigue crack initiation [1,15]","在项目/功能“Transition piece / Transition Piece (TP) / Primary structure & welding”中，故障现象“Cracks”（裂缝）造成“Tower transition piece connections failure / resonance”（塔筒过渡件连接失效/共振）的潜在原因是：

Cycling loading could cause microstructural changes in the material and eventually lead to fatigue crack initiation. 

这对应于TP4中的描述。",错误,0.0,1171.36,纯LLM直答,1.0,1.0,0,,1,"Operation; Cycling loading could cause microstructural changes in the material and eventually lead to fatigue crack initiation [1,15]",,,,,"Operation; Cycling loading could cause microstructural changes in the material and eventually lead to fatigue crack initiation [1,15]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,27,
14,14,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure & welding”中，故障现象“Abnormal vibration”会造成“potential tower connections failure”，它的潜在原因/机理是什么？,Operation; due to unbalanced loads or wind-induced vibrations. [11],"在项目/功能“Transition piece / Transition Piece (TP) / Primary structure & welding”中，故障现象“Abnormal vibration”造成“potential tower connections failure”的潜在原因是：

Operation; Due to unbalanced loads or wind-induced vibrations. [11]",正确,1.0,894.2,纯LLM直答,1.0,1.0,0,,1,,,11.0,,,Operation; due to unbalanced loads or wind-induced vibrations. [11],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,29,
15,15,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure”中，故障现象“Cracks”会造成“Tower transition piece connections failure”，它的潜在原因/机理是什么？,Installation; During Transportation and installation transition piece may be subjected to bending and twisting loads which could lead to fatigue cracks,"在项目/功能“Transition piece / Transition Piece / Primary structure”中，故障现象“Cracks”造成“Tower transition piece connections failure”的潜在原因是：

- 在TP4中：Operation; Cycling loading could cause microstructural changes in the material and eventually lead to fatigue crack initiation [1,15]

- 在TP9中：Environmental Loads; Extreme environmental conditions like hurricanes or storm surges can subject the transition piece to large forces that exceed their design limits [10,11,15]",错误,0.0,1481.65,纯LLM直答,1.0,1.0,0,,1,Installation; During Transportation and installation transition piece may be subjected to bending and twisting loads which could lead to fatigue cracks,,,,,Installation; During Transportation and installation transition piece may be subjected to bending and twisting loads which could lead to fatigue cracks,,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,31,
16,16,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure & welding”中，故障现象“Cracks”会造成“Tower transition piece connections failure/ displacement variations between tower end”，它的潜在原因/机理是什么？,"Environmental Loads; Extreme environmental conditions like hurricanes or storm surges can subject the transition piece to large forces that exceed their design limits [10,11,15]","在项目/功能“Transition piece / Transition Piece (TP) / Primary structure & welding”中，故障现象“Cracks”（裂缝）造成“Tower transition piece connections failure/ displacement variations between tower end”（塔连接件过渡段断裂/塔端位移变化）的潜在原因是：

""Environmental Loads; Extreme environmental conditions like hurricanes or storm surges can subject the transition piece to large forces that exceed their design limits [10,11,15]""",正确,1.0,1390.43,纯LLM直答,1.0,1.0,0,,1,,,10.0；11.0；15.0,,,"Environmental Loads; Extreme environmental conditions like hurricanes or storm surges can subject the transition piece to large forces that exceed their design limits [10,11,15]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,32,
17,17,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Welding”中，故障现象“Cracks”会造成“potential tower connections failure”，它的潜在原因/机理是什么？,Fabrication; Improper surface preparation before applying a protective coating or performing welding repairs like cleaning the surface with solvent and treating the surface with a rust inhibitor or primer for improving the adhesion can cause corrosion and crack propagation. [15],"在项目/功能“Transition piece / Transition Piece / Welding”中，故障现象“Cracks”造成“potential tower connections failure”的潜在原因是：

""Maintenance; Repairing welding during maintenance can introduce residual stresses, leading to crack initiation [11]""

以及

""Manufacturing; Welding failure due to Poor design or inadequate specification of welding procedures considering harsh environmental condition [1,15]""",错误,0.0,1217.24,纯LLM直答,1.0,1.0,0,,1,Fabrication; Improper surface preparation before applying a protective coating or performing welding repairs like cleaning the surface with solvent and treating the surface with a rust inhibitor or primer for improving the adhesion can cause corrosion and crack propagation. [15],,15.0,,,Fabrication; Improper surface preparation before applying a protective coating or performing welding repairs like cleaning the surface with solvent and treating the surface with a rust inhibitor or primer for improving the adhesion can cause corrosion and crack propagation. [15],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,33,
18,18,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Welding”中，故障现象“Cracks”会造成“Tower transition piece connections failure”，它的潜在原因/机理是什么？,"Maintenance; Repairing welding during maintenance can introduce residual stresses, leading to crack initiation [11]","在项目/功能“Transition piece / Transition Piece (TP) / Welding”中，故障现象“Cracks”（裂缝）造成“Tower transition piece connections failure”（塔筒过渡件连接失效）的潜在原因是：

- Maintenance; Repairing welding during maintenance can introduce residual stresses, leading to crack initiation [11]

这表示在维护期间修复焊接可能会引入残余应力，从而导致裂纹的产生。",正确,1.0,1302.21,纯LLM直答,1.0,1.0,0,,1,,,11.0,,,"Maintenance; Repairing welding during maintenance can introduce residual stresses, leading to crack initiation [11]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,36,
19,19,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure & welding”中，故障现象“Cracks”会造成“Tower transition piece connections failure”，它的潜在原因/机理是什么？,"Maintenance; The transition piece may be subjected to large forces from lifting and handling equipment during maintenance, which are not considered in design assumptions [11]","在项目/功能“Transition piece / Transition Piece (TP) / Primary structure & welding”中，故障现象“Cracks”（裂缝）造成“Tower transition piece connections failure”（塔筒过渡件连接失效）的潜在原因是：

- 操作；循环加载可能导致材料微观结构变化，最终导致疲劳裂纹萌生 [1,15] (TP4)

- 制造；在制造过程中表面准备不当（如使用溶剂清洁表面和施加防锈剂或底漆以改善附着力）可能会引起腐蚀和裂纹扩展。[15] (TP10)",错误,0.0,1741.12,纯LLM直答,1.0,1.0,0,,1,"Maintenance; The transition piece may be subjected to large forces from lifting and handling equipment during maintenance, which are not considered in design assumptions [11]",,,,,"Maintenance; The transition piece may be subjected to large forces from lifting and handling equipment during maintenance, which are not considered in design assumptions [11]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,37,
20,20,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,"在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Capsize”会造成“Watertight fault, Potential Floater Unit sinkage”，它的潜在原因/机理是什么？",Design; Analysis and Calculation fault due to human error,"在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Capsize”会造成“Watertight fault, Potential Floater Unit sinkage”的潜在原因是：

Design; Analysis and Calculation fault due to human error

参考FMEA编号FF1。",正确,1.0,992.14,纯LLM直答,1.0,1.0,0,,1,,,,,,Design; Analysis and Calculation fault due to human error,,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,45,
21,21,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / Primary structure”中，故障现象“Capsize”会造成“Project cancellation”，它的潜在原因/机理是什么？,Design; Analysis and Calculation fault due to human error [11],"在项目/功能“Floating support structure / Floating Support structure / Primary structure”中，故障现象“Capsize”会造成“Project cancellation”的潜在原因是：

Design; Analysis and Calculation fault due to human error

对应的行是：
FF2,Floating Offshore Wind Array FMEA,Floating support structure,Floating support structure / Floating Support structure / Primary structure,Capsize [11],Project cancellation,5.0,Design; Analysis and Calculation fault due to human error [11],1.67,,,3.0,42.71,,Expanded design load cases (including typhoon/hurricane scenarios); -; Improved engineering skills,,,source_table: Floating support structure; source_record_id: 9; remarks: Yes;",正确,1.0,1971.65,纯LLM直答,1.0,1.0,0,,1,,,11.0；11.0,,,Design; Analysis and Calculation fault due to human error [11],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,46,
22,22,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / Secondary structure”中，故障现象“Additional Structures Failures”会造成“Potential failure”，它的潜在原因/机理是什么？,"Operation; Bilge piping/pumps fail [1,12]","在项目/功能“Floating support structure / Floating Support structure / Secondary structure”中，故障现象“Additional Structures Failures”会造成“Potential failure”的潜在原因是：

""Operation; Bilge piping/pumps fail [1,12]""",正确,1.0,844.73,纯LLM直答,1.0,1.0,0,,1,,,1.0；12.0,,,"Operation; Bilge piping/pumps fail [1,12]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,47,
23,23,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,"在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Hit by dropped objects”会造成“Damage to the facility, vast economic loses”，它的潜在原因/机理是什么？",Operation; Biological collision,"在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Hit by dropped objects”会造成“Damage to the facility, vast economic loses”的潜在原因是：

Environmental condition; Typhoon can cause failure of the floating unit if it gets hit by dropping objects. (eg. damaged blade)(strong wind/wave)。

对应的FMEA编号是FF26。",错误,0.0,1145.82,纯LLM直答,1.0,1.0,0,,1,Operation; Biological collision,,,,,Operation; Biological collision,,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,48,
24,24,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Structural break”会造成“Structural reassessment”，它的潜在原因/机理是什么？,Environmental condition; Design parameter superseded due to climate change [11],"在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Structural break”会造成“Structural reassessment”的潜在原因是：

""Environmental condition; Design parameter superseded due to climate change [11]""",正确,1.0,909.41,纯LLM直答,1.0,1.0,0,,1,,,11.0,,,Environmental condition; Design parameter superseded due to climate change [11],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,49,
25,25,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / Primary Structure”中，故障现象“Cracks”会造成“Structural failure”，它的潜在原因/机理是什么？,Installation; Excessive fatigue life consumption due to installation/ transportation [19],"在项目/功能“Floating support structure / Floating Support structure / Primary Structure”中，故障现象“Cracks”会造成“Structural failure”的潜在原因/机理是：

- 环境条件；设计参数因气候变化而过时 [11] (Environmental condition; Design parameters superseded due to climate change [11])

此信息来源于FMEA编号FF7的记录。",错误,0.0,1221.24,纯LLM直答,1.0,1.0,0,,1,Installation; Excessive fatigue life consumption due to installation/ transportation [19],,,,,Installation; Excessive fatigue life consumption due to installation/ transportation [19],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,51,
26,26,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / Primary structure & Welding”中，故障现象“Capsize”会造成“Asset damage Energy production loss”，它的潜在原因/机理是什么？,Environmental condition; Extreme horizontal oscillatory force,"在项目/功能“Floating support structure / Floating Support structure / Primary structure & Welding”中，故障现象“Capsize”会造成“Asset damage Energy production loss”的潜在原因是：

Environmental condition; Extreme horizontal oscillatory force

对应的FMEA编号是FF8。",正确,1.0,937.23,纯LLM直答,1.0,1.0,0,,1,,,,,,Environmental condition; Extreme horizontal oscillatory force,,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,52,
27,27,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / Primary structure & Welding”中，故障现象“Cracks”会造成“Structural failure”，它的潜在原因/机理是什么？,Operation; Fatigue due to continuous vibrations/resonance [11],"在项目/功能“Floating support structure / Floating Support structure / Primary structure & Welding”中，故障现象“Cracks”会造成“Structural failure”的潜在原因是：

- Design; Fatigue due to underestimation of steel thickness and/or environmental loads [11]",错误,0.0,928.01,纯LLM直答,1.0,1.0,0,,1,Operation; Fatigue due to continuous vibrations/resonance [11],,11.0,,,Operation; Fatigue due to continuous vibrations/resonance [11],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,53,
28,28,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Cracks”会造成“Structural failure”，它的潜在原因/机理是什么？,Design; Fatigue due to underestimation of steel thickness and/or environmental loads,"在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Cracks”会造成“Structural failure”的潜在原因是：

- Design; Fatigue due to underestimation of steel thickness and/or environmental loads [11]",正确,1.0,888.06,纯LLM直答,1.0,1.0,0,,1,,,,,,Design; Fatigue due to underestimation of steel thickness and/or environmental loads,,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,54,
