序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
11,11,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,"在项目/功能“Transition piece / Transition Piece / Primary structure”中，故障现象“Transition piece break”会造成“tension failure (rupture), buckling of the transition piece/ Tower unit damage”，它的潜在原因/机理是什么？","Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]","匹配到1条记录：1) FMEA编号=TP2；项目/功能=Transition piece / Transition Piece (TP) / Primary structure；失效模式=Transition piece break；失效原因=Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]；失效后果=tension failure (rupture), buckling of the transition piece/ Tower unit damage；建议措施=SHM for TP connections (strain gauges, acoustic emission, bolt preload monitoring); Design requalification for extreme storms (updated metocean; load cases); -。",正确,1.0,34.71,确定性规则问答,1.0,1.0,0,,1,,,16.0,,,"Operation and Maintenance; Brittle fracture due to extreme environmental temperature, leading to a shift in the ductile-to-brittle transition temperature [16]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,25,
12,12,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary stucture”中，故障现象“Structural plastic deformation”会造成“Local stress accumulation”，它的潜在原因/机理是什么？,"Operation; Changes in wave spectra can cause increased loads, resonance, and stress concentrations, leading to plastic deformation in offshore wind turbines. [11]","匹配到3条记录：1) FMEA编号=TP12；项目/功能=Transition piece / Transition Piece (TP) / Primary stucture；失效模式=Structural plastic deformation；失效原因=Maintenance; Plastic deformation can occur due to the application of excessive force or improper handling of the structure. [1]；失效后果=Local stress accumulation；建议措施=-；2) FMEA编号=TP3；项目/功能=Transition piece / Transition Piece (TP) / Primary stucture；失效模式=Structural plastic deformation；失效原因=Operation; Changes in wave spectra can cause increased loads, resonance, and stress concentrations, leading to plastic deformation in offshore wind turbines. [11]；失效后果=Local stress accumulation；建议措施=SHM for TP connections (strain gauges, acoustic emission, bolt preload monitoring); Design requalification for extreme storms (updated metocean; load cases); High-fidelity coupled analysis of TP–tower–floater interaction; -；3) FMEA编号=TP7；项目/功能=Transition piece / Transition Piece (TP) / Primary stucture；失效模式=Structural plastic deformation；失效原因=Installation; During installation, plastic deformation can occur due to processes like welding and bending [1]；失效后果=Local stress accumulation；建议措施=-。",正确,1.0,22.54,确定性规则问答,1.0,1.0,1,,3,,,11.0,,2.0,"Operation; Changes in wave spectra can cause increased loads, resonance, and stress concentrations, leading to plastic deformation in offshore wind turbines. [11]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,26,
13,13,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure & welding”中，故障现象“Cracks”会造成“Tower transition piece connections failure / resonance”，它的潜在原因/机理是什么？,"Operation; Cycling loading could cause microstructural changes in the material and eventually lead to fatigue crack initiation [1,15]","匹配到1条记录：1) FMEA编号=TP4；项目/功能=Transition piece / Transition Piece (TP) / Primary structure & welding；失效模式=Cracks；失效原因=Operation; Cycling loading could cause microstructural changes in the material and eventually lead to fatigue crack initiation [1,15]；失效后果=Tower transition piece connections failure / resonance；建议措施=-。",正确,1.0,21.97,确定性规则问答,1.0,1.0,0,,1,,,1.0；1.0；1.0；15.0,,,"Operation; Cycling loading could cause microstructural changes in the material and eventually lead to fatigue crack initiation [1,15]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,27,
14,14,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure & welding”中，故障现象“Abnormal vibration”会造成“potential tower connections failure”，它的潜在原因/机理是什么？,Operation; due to unbalanced loads or wind-induced vibrations. [11],匹配到2条记录：1) FMEA编号=TP11；项目/功能=Transition piece / Transition Piece (TP) / Primary structure & welding；失效模式=Abnormal vibration；失效原因=Maintenance; Misalignments or looseness in the connections between the tower and the foundation or inadequate bracing can cause abnormal vibration in the transition piece [12]；失效后果=potential tower connections failure；建议措施=-；2) FMEA编号=TP6；项目/功能=Transition piece / Transition Piece (TP) / Primary structure & welding；失效模式=Abnormal vibration；失效原因=Operation; due to unbalanced loads or wind-induced vibrations. [11]；失效后果=potential tower connections failure；建议措施=-。,正确,1.0,21.71,确定性规则问答,1.0,1.0,1,,2,,,11.0；11.0,,2.0；2.0,Operation; due to unbalanced loads or wind-induced vibrations. [11],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,29,
15,15,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure”中，故障现象“Cracks”会造成“Tower transition piece connections failure”，它的潜在原因/机理是什么？,Installation; During Transportation and installation transition piece may be subjected to bending and twisting loads which could lead to fatigue cracks,匹配到1条记录：1) FMEA编号=TP8；项目/功能=Transition piece / Transition Piece (TP) / Primary structure；失效模式=Cracks；失效原因=Installation; During Transportation and installation transition piece may be subjected to bending and twisting loads which could lead to fatigue cracks；失效后果=Tower transition piece connections failure；建议措施=-。,正确,1.0,20.46,确定性规则问答,1.0,1.0,0,,1,,,,,,Installation; During Transportation and installation transition piece may be subjected to bending and twisting loads which could lead to fatigue cracks,,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,31,
16,16,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure & welding”中，故障现象“Cracks”会造成“Tower transition piece connections failure/ displacement variations between tower end”，它的潜在原因/机理是什么？,"Environmental Loads; Extreme environmental conditions like hurricanes or storm surges can subject the transition piece to large forces that exceed their design limits [10,11,15]","匹配到2条记录：1) FMEA编号=TP15；项目/功能=Transition piece / Transition Piece (TP) / Primary structure & welding；失效模式=Cracks；失效原因=Installation; Transition piece may be subjected to large forces from wave, wind, and vessel motion during installation. [10]；失效后果=Tower transition piece connections failure/ displacement variations between tower end；建议措施=-；2) FMEA编号=TP9；项目/功能=Transition piece / Transition Piece (TP) / Primary structure & welding；失效模式=Cracks；失效原因=Environmental Loads; Extreme environmental conditions like hurricanes or storm surges can subject the transition piece to large forces that exceed their design limits [10,11,15]；失效后果=Tower transition piece connections failure/ displacement variations between tower end；建议措施=Design requalification for extreme storms (updated metocean; load cases); High-fidelity coupled aero-hydro-elastic simulation in design updates。",正确,1.0,20.83,确定性规则问答,1.0,1.0,1,,2,,,15.0；10.0；10.0；11.0；15.0,,2.0；2.0,"Environmental Loads; Extreme environmental conditions like hurricanes or storm surges can subject the transition piece to large forces that exceed their design limits [10,11,15]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,32,
17,17,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Welding”中，故障现象“Cracks”会造成“potential tower connections failure”，它的潜在原因/机理是什么？,Fabrication; Improper surface preparation before applying a protective coating or performing welding repairs like cleaning the surface with solvent and treating the surface with a rust inhibitor or primer for improving the adhesion can cause corrosion and crack propagation. [15],匹配到1条记录：1) FMEA编号=TP10；项目/功能=Transition piece / Transition Piece (TP) / Welding；失效模式=Cracks；失效原因=Fabrication; Improper surface preparation before applying a protective coating or performing welding repairs like cleaning the surface with solvent and treating the surface with a rust inhibitor or primer for improving the adhesion can cause corrosion and crack propagation. [15]；失效后果=potential tower connections failure；建议措施=-。,正确,1.0,19.36,确定性规则问答,1.0,1.0,0,,1,,,15.0,,,Fabrication; Improper surface preparation before applying a protective coating or performing welding repairs like cleaning the surface with solvent and treating the surface with a rust inhibitor or primer for improving the adhesion can cause corrosion and crack propagation. [15],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,33,
18,18,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Welding”中，故障现象“Cracks”会造成“Tower transition piece connections failure”，它的潜在原因/机理是什么？,"Maintenance; Repairing welding during maintenance can introduce residual stresses, leading to crack initiation [11]","匹配到4条记录：1) FMEA编号=TP13；项目/功能=Transition piece / Transition Piece (TP) / Welding；失效模式=Cracks；失效原因=Maintenance; Repairing welding during maintenance can introduce residual stresses, leading to crack initiation [11]；失效后果=Tower transition piece connections failure；建议措施=-；2) FMEA编号=TP19；项目/功能=Transition piece / Transition Piece (TP) / Welding；失效模式=Cracks；失效原因=Maintenance; Welding and heat treatment during maintenance can add more residual stresses and increase the likelihood of fatigue crack in the welds and heat-affected areas. [11]；失效后果=Tower transition piece connections failure；建议措施=-；3) FMEA编号=TP20；项目/功能=Transition piece / Transition Piece (TP) / Welding；失效模式=Cracks；失效原因=Maintenance; Welding failure due to corrosion without proper maintenance [11]；失效后果=Tower transition piece connections failure；建议措施=-；4) FMEA编号=TP21；项目/功能=Transition piece / Transition Piece (TP) / Welding；失效模式=Cracks；失效原因=Installation; Welding failure due to poor performance (e.g. overheating, lack of fusion) during installation [1,10,15]；失效后果=Tower transition piece connections failure；建议措施=-。",正确,1.0,15.98,确定性规则问答,1.0,1.0,1,,4,,,11.0；11.0；11.0,,2.0,"Maintenance; Repairing welding during maintenance can introduce residual stresses, leading to crack initiation [11]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,36,
19,19,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Transition piece / Transition Piece / Primary structure & welding”中，故障现象“Cracks”会造成“Tower transition piece connections failure”，它的潜在原因/机理是什么？,"Maintenance; The transition piece may be subjected to large forces from lifting and handling equipment during maintenance, which are not considered in design assumptions [11]","匹配到2条记录：1) FMEA编号=TP14；项目/功能=Transition piece / Transition Piece (TP) / Primary structure & welding；失效模式=Cracks；失效原因=Maintenance; The transition piece may be subjected to large forces from lifting and handling equipment during maintenance, which are not considered in design assumptions [11]；失效后果=Tower transition piece connections failure；建议措施=-；2) FMEA编号=TP18；项目/功能=Transition piece / Transition Piece (TP) / Primary structure & welding；失效模式=Cracks；失效原因=Fabrication; Welding and heat treatment could induce fatigue cracks in fabrication process. [1]；失效后果=Tower transition piece connections failure；建议措施=-。",正确,1.0,15.89,确定性规则问答,1.0,1.0,0,,2,,,11.0,,,"Maintenance; The transition piece may be subjected to large forces from lifting and handling equipment during maintenance, which are not considered in design assumptions [11]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,37,
20,20,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,"在项目/功能“Floating support structure / Floating Support structure / All structures”中，故障现象“Capsize”会造成“Watertight fault, Potential Floater Unit sinkage”，它的潜在原因/机理是什么？",Design; Analysis and Calculation fault due to human error,"匹配到1条记录：1) FMEA编号=FF1；项目/功能=Floating support structure / Floating Support structure / All structures；失效模式=Capsize [11]；失效原因=Design; Analysis and Calculation fault due to human error；失效后果=Watertight fault, Potential Floater Unit sinkage；建议措施=Expanded design load cases (including typhoon/hurricane scenarios); Freeboard margin increase and water-tight compartmentalization; Improve engineering skills。",正确,1.0,16.17,确定性规则问答,1.0,1.0,0,,1,,,,,,Design; Analysis and Calculation fault due to human error,,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,45,
21,21,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / Primary structure”中，故障现象“Capsize”会造成“Project cancellation”，它的潜在原因/机理是什么？,Design; Analysis and Calculation fault due to human error [11],匹配到1条记录：1) FMEA编号=FF2；项目/功能=Floating support structure / Floating Support structure / Primary structure；失效模式=Capsize [11]；失效原因=Design; Analysis and Calculation fault due to human error [11]；失效后果=Project cancellation；建议措施=Expanded design load cases (including typhoon/hurricane scenarios); -; Improved engineering skills。,正确,1.0,15.9,确定性规则问答,1.0,1.0,0,,1,,,11.0；11.0,,,Design; Analysis and Calculation fault due to human error [11],,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,46,
22,22,Full全量模型,无,故障原因诊断类,项目失效现象后果查原因,故障原因查询,,,简单,在项目/功能“Floating support structure / Floating Support structure / Secondary structure”中，故障现象“Additional Structures Failures”会造成“Potential failure”，它的潜在原因/机理是什么？,"Operation; Bilge piping/pumps fail [1,12]","匹配到5条记录：1) FMEA编号=FF11；项目/功能=Floating support structure / Floating Support structure / Secondary structure；失效模式=Additional Structures Failures；失效原因=Operation; Handrails Corrosion [1,12]；失效后果=Potential failure；建议措施=-；2) FMEA编号=FF17；项目/功能=Floating support structure / Floating Support structure / Secondary structure；失效模式=Additional Structures Failures；失效原因=Operation; Ladders Corrosion [1,12]；失效后果=Potential failure；建议措施=-；3) FMEA编号=FF21；项目/功能=Floating support structure / Floating Support structure / Secondary structure；失效模式=Additional Structures Failures；失效原因=Operation; Sensors for platform monitoring fail [1,12]；失效后果=Potential failure；建议措施=-；4) FMEA编号=FF3；项目/功能=Floating support structure / Floating Support structure / Secondary structure；失效模式=Additional Structures Failures；失效原因=Operation; Bilge piping/pumps fail [1,12]；失效后果=Potential failure；建议措施=-；5) FMEA编号=FF6；项目/功能=Floating support structure / Floating Support structure / Secondary structure；失效模式=Additional Structures Failures；失效原因=Operation; Dynamic umbilical connection/cable fail [1,12]；失效后果=Potential failure；建议措施=Freeboard margin increase and water-tight compartmentalization; -; Expanded design load cases (including typhoon/hurricane scenarios); Improved cable mechnical design。",正确,1.0,15.8,确定性规则问答,1.0,1.0,1,,5,,,1.0；1.0；12.0；1.0；12.0；1.0；12.0；1.0；12.0；1.0；12.0,,5.0；5.0,"Operation; Bilge piping/pumps fail [1,12]",,项目/功能；潜在失效模式；潜在失效后果；潜在失效原因/机理,47,
