序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
11,11,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“现场电池组无输出电压”对应的潜在失效原因/机理是什么？,1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏,失效模式“现场电池组无输出电压”的潜在失效原因/机理是：1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏。,正确,1.0,3.58,CSV直答,0.0,0.0,0,,1,,,1.0；2.0；3.0,,,1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏,,,0,
12,12,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“现场电池组无输出电压”对应的潜在失效后果是什么？,电池组无法工作,失效模式“现场电池组无输出电压”的潜在失效后果是：电池组无法工作。,正确,1.0,3.56,CSV直答,0.0,0.0,0,,1,,,,,,电池组无法工作,,,0,
13,13,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“现场电池组无输出电压”的RPN是多少？,RPN=63.0,失效模式“现场电池组无输出电压”的RPN是：63。,正确,1.0,3.49,CSV直答,0.0,0.0,0,,1,,,63.0,,,,63.0,RPN,0,
14,14,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“现场电池组无输出电压”对应的建议措施是什么？,现场更换损坏器件和改正错误,针对失效模式“现场电池组无输出电压”，建议措施是：现场更换损坏器件和改正错误。,正确,1.0,3.61,CSV直答,0.0,0.0,0,,1,,,,,,现场更换损坏器件和改正错误,,RecommendedAction,0,
15,15,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”这个问题，原因讲白一点是什么？,1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏,1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏,正确,1.0,1225.82,语义RAG,0.5,1.0,0,,6,,,1.0；2.0；3.0,,,1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏,,,0,
16,16,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”最后会带来什么后果？,电池组无法工作,项目/功能=动力电池；失效模式=现场电池组无输出电压；失效后果=电池组无法工作。,正确,1.0,57.63,QueryIR结构化查询,1.0,1.0,0,,1,,,,,,电池组无法工作,,,0,
17,17,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”一般怎么处理？,现场更换损坏器件和改正错误,更换损坏器件和改正错误。,错误,0.0,903.36,语义RAG,0.6667,1.0,0,,6,现场更换损坏器件和改正错误,,,,,现场更换损坏器件和改正错误,,,0,
18,18,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”的风险最后会体现成什么？,电池组无法工作,失效模式是：现场电池组无输出电压；项目/功能是：动力电池；失效后果是：电池组无法工作。,正确,1.0,66.74,语义RAG,0.6667,1.0,0,,6,,,,,,电池组无法工作,,,0,
19,19,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP001”对应的原因是否就是“1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏”？,是,是。FMEA编号“LFP001”对应的失效模式“现场电池组无输出电压”的潜在失效原因/机理是：1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏。,正确,1.0,2.61,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,0,
20,20,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP001”对应的后果是否就是“电池组无法工作”？,是,是。FMEA编号“LFP001”对应的失效模式“现场电池组无输出电压”的潜在失效后果是：电池组无法工作。,正确,1.0,2.38,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,0,
21,21,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“现场电池组无输出电压”是不是出现在项目/功能“动力电池”里？,是,是的，失效模式“现场电池组无输出电压”出现在项目/功能“动力电池”里。,正确,1.0,1168.41,语义RAG,0.6667,0.6667,0,,6,,,,,,,,是/否判断,0,
22,22,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“现场电池组无输出电压”对应的FMEA编号是什么？,LFP001,失效模式“现场电池组无输出电压”对应的FMEA编号是：LFP001。,正确,1.0,3.45,CSV直答,0.0,0.0,0,,1,,,1.0,LFP001,,LFP001,,FmeaID,0,
23,23,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”的后果是什么？,电池组无法工作,项目/功能=动力电池；失效模式=现场电池组无输出电压；失效后果=电池组无法工作。,正确,1.0,7.04,QueryIR结构化查询,1.0,1.0,0,,1,,,,,,电池组无法工作,,,0,
24,24,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的潜在失效原因/机理是什么？,单节电池容量降低或损坏,FMEA编号“LFP002”对应的失效模式“单体电压过低”的潜在失效原因/机理是：单节电池容量降低或损坏。,正确,1.0,2.92,CSV直答,1.0,1.0,0,,1,,,,,,单节电池容量降低或损坏,,,1,
25,25,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的潜在失效后果是什么？,影响用户使用,FMEA编号“LFP002”对应的失效模式“单体电压过低”的潜在失效后果是：影响用户使用。,正确,1.0,2.91,CSV直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,1,
26,26,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的RPN是多少？,RPN=168.0,FMEA编号“LFP002”对应的失效模式“单体电压过低”的RPN是：168。,正确,1.0,2.93,CSV直答,1.0,1.0,0,,1,,,168.0,,,,168.0,RPN,1,
27,27,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的S是多少？,S=7.0,7,正确,1.0,951.57,语义RAG,0.5,1.0,0,,6,,,7.0,,,,7.0,S,1,
28,28,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的O是多少？,O=4.0,4,正确,1.0,265.86,语义RAG,0.5,1.0,0,,6,,,4.0,,,,4.0,O,1,
29,29,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的D是多少？,D=6.0,6,正确,1.0,292.88,语义RAG,0.5,1.0,0,,6,,,6.0,,,,6.0,D,1,
30,30,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的建议措施是什么？,更换电压过低电池,FMEA编号“LFP002”对应的失效模式“单体电压过低”的建议措施是：更换电压过低电池。,正确,1.0,4.56,CSV直答,1.0,1.0,0,,1,,,,,,更换电压过低电池,,RecommendedAction,1,
31,31,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”对应的潜在失效原因/机理是什么？,单节电池容量降低或损坏,失效模式“单体电压过低”的潜在失效原因/机理是：单节电池容量降低或损坏。,正确,1.0,3.66,CSV直答,0.0,0.0,0,,1,,,,,,单节电池容量降低或损坏,,,1,
32,32,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”对应的潜在失效后果是什么？,影响用户使用,失效模式“单体电压过低”的潜在失效后果是：影响用户使用。,正确,1.0,3.56,CSV直答,0.0,0.0,0,,1,,,,,,影响用户使用,,,1,
33,33,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”的RPN是多少？,RPN=168.0,失效模式“单体电压过低”的RPN是：168。,正确,1.0,3.5,CSV直答,0.0,0.0,0,,1,,,168.0,,,,168.0,RPN,1,
34,34,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”对应的建议措施是什么？,更换电压过低电池,针对失效模式“单体电压过低”，建议措施是：更换电压过低电池。,正确,1.0,3.63,CSV直答,0.0,0.0,0,,1,,,,,,更换电压过低电池,,RecommendedAction,1,
35,35,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“单体电压过低”这个问题，原因讲白一点是什么？,单节电池容量降低或损坏,单节电池容量降低或损坏。,正确,1.0,1097.07,语义RAG,0.3333,1.0,0,,6,,,,,,单节电池容量降低或损坏,,,1,
36,36,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“单体电压过低”最后会带来什么后果？,影响用户使用,项目/功能=动力电池；失效模式=单体电压过低；失效后果=影响用户使用。,正确,1.0,7.91,QueryIR结构化查询,1.0,1.0,0,,1,,,,,,影响用户使用,,,1,
37,37,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“单体电压过低”一般怎么处理？,更换电压过低电池,更换电压过低电池。,正确,1.0,956.85,语义RAG,0.5,1.0,0,,6,,,,,,更换电压过低电池,,,1,
38,38,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“单体电压过低”的风险最后会体现成什么？,影响用户使用,后果=影响用户使用,正确,1.0,529.79,语义RAG,0.5,1.0,0,,6,,,,,,影响用户使用,,,1,
39,39,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP002”对应的原因是否就是“单节电池容量降低或损坏”？,是,是。FMEA编号“LFP002”对应的失效模式“单体电压过低”的潜在失效原因/机理是：单节电池容量降低或损坏。,正确,1.0,3.65,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,1,
40,40,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP002”对应的后果是否就是“影响用户使用”？,是,是。FMEA编号“LFP002”对应的失效模式“单体电压过低”的潜在失效后果是：影响用户使用。,正确,1.0,3.01,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,1,
41,41,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“单体电压过低”是不是出现在项目/功能“动力电池”里？,是,是的，失效模式“单体电压过低”出现在项目/功能“动力电池”里。,正确,1.0,1023.61,语义RAG,0.6667,0.6667,0,,6,,,,,,,,是/否判断,1,
42,42,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”对应的FMEA编号是什么？,LFP002,失效模式“单体电压过低”对应的FMEA编号是：LFP002。,正确,1.0,3.6,CSV直答,0.0,0.0,0,,1,,,2.0,LFP002,,LFP002,,FmeaID,1,
43,43,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“动力电池”里，失效模式“单体电压过低”的后果是什么？,影响用户使用,项目/功能=动力电池；失效模式=单体电压过低；失效后果=影响用户使用。,正确,1.0,6.77,QueryIR结构化查询,1.0,1.0,0,,1,,,,,,影响用户使用,,,1,
44,44,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的潜在失效原因/机理是什么？,电池组单节容量降低或整体过低,FMEA编号“LFP003”对应的失效模式“巡航里程低于额定值”的潜在失效原因/机理是：电池组单节容量降低或整体过低。,正确,1.0,2.93,CSV直答,1.0,1.0,0,,1,,,,,,电池组单节容量降低或整体过低,,,2,
45,45,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的潜在失效后果是什么？,影响用户使用,FMEA编号“LFP003”对应的失效模式“巡航里程低于额定值”的潜在失效后果是：影响用户使用。,正确,1.0,2.87,CSV直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,2,
46,46,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的RPN是多少？,RPN=168.0,FMEA编号“LFP003”对应的失效模式“巡航里程低于额定值”的RPN是：168。,正确,1.0,2.83,CSV直答,1.0,1.0,0,,1,,,168.0,,,,168.0,RPN,2,
47,47,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的S是多少？,S=7.0,7,正确,1.0,911.95,语义RAG,0.5,1.0,0,,6,,,7.0,,,,7.0,S,2,
48,48,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的O是多少？,O=4.0,4,正确,1.0,240.13,语义RAG,0.5,1.0,0,,6,,,4.0,,,,4.0,O,2,
49,49,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的D是多少？,D=6.0,6,正确,1.0,307.71,语义RAG,0.5,1.0,0,,6,,,6.0,,,,6.0,D,2,
50,50,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的建议措施是什么？,更换电压过低电池,FMEA编号“LFP003”对应的失效模式“巡航里程低于额定值”的建议措施是：更换电压过低电池。,正确,1.0,4.71,CSV直答,1.0,1.0,0,,1,,,,,,更换电压过低电池,,RecommendedAction,2,
51,51,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”对应的潜在失效原因/机理是什么？,电池组单节容量降低或整体过低,失效模式“巡航里程低于额定值”的潜在失效原因/机理是：电池组单节容量降低或整体过低。,正确,1.0,3.79,CSV直答,0.0,0.0,0,,1,,,,,,电池组单节容量降低或整体过低,,,2,
52,52,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”对应的潜在失效后果是什么？,影响用户使用,失效模式“巡航里程低于额定值”的潜在失效后果是：影响用户使用。,正确,1.0,3.69,CSV直答,0.0,0.0,0,,1,,,,,,影响用户使用,,,2,
53,53,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”的RPN是多少？,RPN=168.0,失效模式“巡航里程低于额定值”的RPN是：168。,正确,1.0,3.59,CSV直答,0.0,0.0,0,,1,,,168.0,,,,168.0,RPN,2,
54,54,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”对应的建议措施是什么？,更换电压过低电池,针对失效模式“巡航里程低于额定值”，建议措施是：更换电压过低电池。,正确,1.0,3.73,CSV直答,0.0,0.0,0,,1,,,,,,更换电压过低电池,,RecommendedAction,2,
55,55,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”这个问题，原因讲白一点是什么？,电池组单节容量降低或整体过低,电池组单节容量降低或整体过低。,正确,1.0,1128.14,语义RAG,0.3333,1.0,0,,6,,,,,,电池组单节容量降低或整体过低,,,2,
56,56,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”最后会带来什么后果？,影响用户使用,项目/功能=动力电池；失效模式=巡航里程低于额定值；失效后果=影响用户使用。,正确,1.0,10.96,QueryIR结构化查询,1.0,1.0,0,,1,,,,,,影响用户使用,,,2,
57,57,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”一般怎么处理？,更换电压过低电池,更换电压过低电池。,正确,1.0,928.51,语义RAG,0.6667,1.0,0,,6,,,,,,更换电压过低电池,,,2,
58,58,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”的风险最后会体现成什么？,影响用户使用,后果=影响用户使用,正确,1.0,470.8,语义RAG,0.6667,1.0,0,,6,,,,,,影响用户使用,,,2,
59,59,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP003”对应的原因是否就是“电池组单节容量降低或整体过低”？,是,是。FMEA编号“LFP003”对应的失效模式“巡航里程低于额定值”的潜在失效原因/机理是：电池组单节容量降低或整体过低。,正确,1.0,4.74,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,2,
60,60,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP003”对应的后果是否就是“影响用户使用”？,是,是。FMEA编号“LFP003”对应的失效模式“巡航里程低于额定值”的潜在失效后果是：影响用户使用。,正确,1.0,4.26,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,2,
61,61,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“巡航里程低于额定值”是不是出现在项目/功能“动力电池”里？,是,是的，失效模式“巡航里程低于额定值”出现在项目/功能“动力电池”里。,正确,1.0,1114.04,语义RAG,0.6667,0.6667,0,,6,,,,,,,,是/否判断,2,
62,62,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”对应的FMEA编号是什么？,LFP003,失效模式“巡航里程低于额定值”对应的FMEA编号是：LFP003。,正确,1.0,3.59,CSV直答,0.0,0.0,0,,1,,,3.0,LFP003,,LFP003,,FmeaID,2,
63,63,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”的后果是什么？,影响用户使用,项目/功能=动力电池；失效模式=巡航里程低于额定值；失效后果=影响用户使用。,正确,1.0,6.37,QueryIR结构化查询,1.0,1.0,0,,1,,,,,,影响用户使用,,,2,
64,64,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”的平均RPN是多少？,平均RPN=106.00,项目/功能“电池组箱体”的平均RPN是：106。,正确,1.0,66.69,语义RAG,0.2222,1.0,0,,9,,,106.0,,,,106.0,RPN,3,
65,65,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”里RPN最高的失效模式是什么？,电池箱体进水；RPN=126.0,"待确认：证据不足，缺少关键约束：failure_mode, metric。",错误,0.0,5.72,拒答/证据不足,,0.0,0,,0,电池箱体进水,126.0,,,,电池箱体进水,126.0,FailureMode；RPN,3,
66,66,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“电池组箱体”里RPN最高的那条，它的后果是什么？,电池短路、电子器件失效或损坏、箱体生锈,当前召回的图谱摘要证据中，最高风险条目为：FMEA编号是：LFP004；失效模式是：电池箱体进水；RPN是：126；原因是：电池箱体密封不严；后果是：电池短路、电子器件失效或损坏、箱体生锈；建议措施是：现场做防水处理。,正确,1.0,53.39,语义RAG,0.1667,1.0,0,1.0,12,,,,,,电池短路、电子器件失效或损坏、箱体生锈,,FailureEffect,3,
67,67,Full-M2去除确定性规则问答模块,M2 确定性规则问答模块,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP004”这条的潜在失效原因/机理是什么？,电池箱体密封不严,FMEA编号“LFP004”对应的失效模式“电池箱体进水”的潜在失效原因/机理是：电池箱体密封不严。,正确,1.0,3.72,CSV直答,1.0,1.0,0,,1,,,,,,电池箱体密封不严,,,3,
