序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
13,13,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“现场电池组无输出电压”的RPN是多少？,RPN=63.0,RPN是63。,正确,1.0,268.77,纯LLM直答,1.0,1.0,0,,1,,,63.0,,,,63.0,RPN,0,
14,14,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“现场电池组无输出电压”对应的建议措施是什么？,现场更换损坏器件和改正错误,建议措施是：现场更换损坏器件和改正错误。,正确,1.0,337.69,纯LLM直答,1.0,1.0,0,,1,,,,,,现场更换损坏器件和改正错误,,RecommendedAction,0,
15,15,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”这个问题，原因讲白一点是什么？,1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏,"原因是一下几点：
1、电池组开路 
2、未明确区分正负极 
3、主电缆未连接、连接错误或器件损坏",正确,1.0,495.93,纯LLM直答,1.0,1.0,0,,1,,,1.0；2.0；3.0,,,1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏,,,0,
16,16,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”最后会带来什么后果？,电池组无法工作,电池组无法工作,正确,1.0,282.88,纯LLM直答,1.0,1.0,0,,1,,,,,,电池组无法工作,,,0,
17,17,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”一般怎么处理？,现场更换损坏器件和改正错误,"优先定位到 FMEA 编号 LFP001 对应的行，其建议措施为：
```
现场更换损坏器件和改正错误
```",正确,1.0,531.4,纯LLM直答,1.0,1.0,0,,1,,,,,,现场更换损坏器件和改正错误,,,0,
18,18,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”的风险最后会体现成什么？,电池组无法工作,RPN: 63,错误,0.0,293.99,纯LLM直答,1.0,1.0,0,,1,电池组无法工作,,,,,电池组无法工作,,,0,
19,19,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP001”对应的原因是否就是“1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏”？,是,是的，FMEA编号“LFP001”对应的原因就是“1、电池组开路 2、未明确区分正负极 3、主电缆未连接、连接错误或器件损坏”。,正确,1.0,618.86,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,0,
20,20,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP001”对应的后果是否就是“电池组无法工作”？,是,是的，FMEA编号“LFP001”对应的后果就是“电池组无法工作”。,正确,1.0,418.67,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,0,
21,21,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“现场电池组无输出电压”是不是出现在项目/功能“动力电池”里？,是,是的，失效模式“现场电池组无输出电压”出现在项目/功能“动力电池”里。,正确,1.0,408.56,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,0,
22,22,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“现场电池组无输出电压”对应的FMEA编号是什么？,LFP001,LFP001,正确,1.0,248.79,纯LLM直答,1.0,1.0,0,,1,,,1.0,,,LFP001,,FmeaID,0,
23,23,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“动力电池”里，失效模式“现场电池组无输出电压”的后果是什么？,电池组无法工作,电池组无法工作,正确,1.0,255.88,纯LLM直答,1.0,1.0,0,,1,,,,,,电池组无法工作,,,0,
24,24,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的潜在失效原因/机理是什么？,单节电池容量降低或损坏,电池容量降低或损坏,错误,0.0,259.55,纯LLM直答,1.0,1.0,0,,1,单节电池容量降低或损坏,,,,,单节电池容量降低或损坏,,,1,
25,25,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的潜在失效后果是什么？,影响用户使用,影响用户使用,正确,1.0,246.09,纯LLM直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,1,
26,26,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的RPN是多少？,RPN=168.0,RPN值是168。,正确,1.0,309.36,纯LLM直答,1.0,1.0,0,,1,,,168.0,,,,168.0,RPN,1,
27,27,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的S是多少？,S=7.0,7,正确,1.0,237.39,纯LLM直答,1.0,1.0,0,,1,,,7.0,,,,7.0,S,1,
28,28,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的O是多少？,O=4.0,O是4。,正确,1.0,273.8,纯LLM直答,1.0,1.0,0,,1,,,4.0,,,,4.0,O,1,
29,29,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的D是多少？,D=6.0,D是6。,正确,1.0,271.66,纯LLM直答,1.0,1.0,0,,1,,,6.0,,,,6.0,D,1,
30,30,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP002”这条的建议措施是什么？,更换电压过低电池,更换电压过低电池,正确,1.0,278.66,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电压过低电池,,RecommendedAction,1,
31,31,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”对应的潜在失效原因/机理是什么？,单节电池容量降低或损坏,"失效模式“单体电压过低”对应的潜在失效原因是：
单节电池容量降低或损坏。",正确,1.0,417.57,纯LLM直答,1.0,1.0,0,,1,,,,,,单节电池容量降低或损坏,,,1,
32,32,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”对应的潜在失效后果是什么？,影响用户使用,失效模式“单体电压过低”对应的潜在失效后果是“影响用户使用”。,正确,1.0,380.92,纯LLM直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,1,
33,33,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”的RPN是多少？,RPN=168.0,168,正确,1.0,271.15,纯LLM直答,1.0,1.0,0,,1,,,168.0,,,,168.0,RPN,1,
34,34,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”对应的建议措施是什么？,更换电压过低电池,更换电压过低电池,正确,1.0,295.54,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电压过低电池,,RecommendedAction,1,
35,35,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“单体电压过低”这个问题，原因讲白一点是什么？,单节电池容量降低或损坏,电池容量降低或损坏。,错误,0.0,303.35,纯LLM直答,1.0,1.0,0,,1,单节电池容量降低或损坏,,,,,单节电池容量降低或损坏,,,1,
36,36,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“单体电压过低”最后会带来什么后果？,影响用户使用,影响用户使用,正确,1.0,267.24,纯LLM直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,1,
37,37,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“单体电压过低”一般怎么处理？,更换电压过低电池,"LFP002,磷酸铁锂电池,DFMEA,动力电池,单体电压过低,影响用户使用,单节电池容量降低或损坏,7,4,6,168,,设定标准值,万用表测量,更换电压过低电池,,,,磷酸铁锂电池DFMEA,lfp_battery_dfmea,lfp_battery_dfmea_case,fmea_core_v1,Dfmea案例.xls,7,lfp_dfmea_20250416105822,更换电压过低电池",正确,1.0,1184.33,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电压过低电池,,,1,
38,38,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“单体电压过低”的风险最后会体现成什么？,影响用户使用,"RPN: 168
S: 7
O: 4
D: 6",错误,0.0,423.95,纯LLM直答,1.0,1.0,0,,1,影响用户使用,,,,,影响用户使用,,,1,
39,39,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP002”对应的原因是否就是“单节电池容量降低或损坏”？,是,是的，FMEA编号“LFP002”对应的原因就是“单节电池容量降低或损坏”。,正确,1.0,440.81,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,1,
40,40,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP002”对应的后果是否就是“影响用户使用”？,是,是的，FMEA编号“LFP002”对应的失效后果是“影响用户使用”。,正确,1.0,423.58,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,1,
41,41,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“单体电压过低”是不是出现在项目/功能“动力电池”里？,是,是的，失效模式“单体电压过低”出现在项目/功能“动力电池”里。,正确,1.0,404.62,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,1,
42,42,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“单体电压过低”对应的FMEA编号是什么？,LFP002,LFP002,正确,1.0,262.81,纯LLM直答,1.0,1.0,0,,1,,,2.0,,,LFP002,,FmeaID,1,
43,43,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“动力电池”里，失效模式“单体电压过低”的后果是什么？,影响用户使用,影响用户使用,正确,1.0,245.89,纯LLM直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,1,
44,44,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的潜在失效原因/机理是什么？,电池组单节容量降低或整体过低,电池组单节容量降低或整体过低,正确,1.0,325.67,纯LLM直答,1.0,1.0,0,,1,,,,,,电池组单节容量降低或整体过低,,,2,
45,45,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的潜在失效后果是什么？,影响用户使用,影响用户使用,正确,1.0,264.58,纯LLM直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,2,
46,46,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的RPN是多少？,RPN=168.0,RPN值是168。,正确,1.0,297.2,纯LLM直答,1.0,1.0,0,,1,,,168.0,,,,168.0,RPN,2,
47,47,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的S是多少？,S=7.0,7,正确,1.0,220.37,纯LLM直答,1.0,1.0,0,,1,,,7.0,,,,7.0,S,2,
48,48,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的O是多少？,O=4.0,"LFP003,磷酸铁锂电池,DFMEA,动力电池,巡航里程低于额定值,影响用户使用,电池组单节容量降低或整体过低,7,4,6,168,,,充放电性能测试,更换电压过低电池,,,,磷酸铁锂电池DFMEA,lfp_battery_dfmea,lfp_battery_dfmea_case,fmea_core_v1,Dfmea案例.xls,8,lfp_dfmea_20250416105822,更换电压过低电池

O的值是4。",正确,1.0,1266.94,纯LLM直答,1.0,1.0,0,,1,,,4.0；4.0,,,,4.0,O,2,
49,49,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的D是多少？,D=6.0,6,正确,1.0,235.56,纯LLM直答,1.0,1.0,0,,1,,,6.0,,,,6.0,D,2,
50,50,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP003”这条的建议措施是什么？,更换电压过低电池,"LFP003,磷酸铁锂电池,DFMEA,动力电池,巡航里程低于额定值,影响用户使用,电池组单节容量降低或整体过低,7,4,6,168,,设定标准值,充放电性能测试,更换电压过低电池,,,,磷酸铁锂电池DFMEA,lfp_battery_dfmea,lfp_battery_dfmea_case,fmea_core_v1,Dfmea案例.xls,8,lfp_dfmea_20250416105822,更换电压过低电池

建议措施是：更换电压过低电池。",正确,1.0,1338.39,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电压过低电池,,RecommendedAction,2,
51,51,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”对应的潜在失效原因/机理是什么？,电池组单节容量降低或整体过低,"失效模式“巡航里程低于额定值”对应的潜在失效原因是：
电池组单节容量降低或整体过低。",正确,1.0,460.51,纯LLM直答,1.0,1.0,0,,1,,,,,,电池组单节容量降低或整体过低,,,2,
52,52,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”对应的潜在失效后果是什么？,影响用户使用,失效模式“巡航里程低于额定值”对应的潜在失效后果是影响用户使用。,正确,1.0,388.45,纯LLM直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,2,
53,53,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”的RPN是多少？,RPN=168.0,168,正确,1.0,269.03,纯LLM直答,1.0,1.0,0,,1,,,168.0,,,,168.0,RPN,2,
54,54,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”对应的建议措施是什么？,更换电压过低电池,更换电压过低电池,正确,1.0,269.0,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电压过低电池,,RecommendedAction,2,
55,55,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”这个问题，原因讲白一点是什么？,电池组单节容量降低或整体过低,电池组单节容量降低或整体过低。,正确,1.0,333.85,纯LLM直答,1.0,1.0,0,,1,,,,,,电池组单节容量降低或整体过低,,,2,
56,56,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”最后会带来什么后果？,影响用户使用,影响用户使用,正确,1.0,257.45,纯LLM直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,2,
57,57,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”一般怎么处理？,更换电压过低电池,"根据 CSV 中的记录，对于失效模式 “巡航里程低于额定值”，处理措施是：

LFP003,磷酸铁锂电池,DFMEA,动力电池,巡航里程低于额定值,影响用户使用,电池组单节容量降低或整体过低,7,4,6,168,,设定标准值,充放电性能测试,更换电压过低电池,,,,磷酸铁锂电池DFMEA,lfp_battery_dfmea,lfp_battery_dfmea_case,fmea_core_v1,Dfmea案例.xls,8,lfp_dfmea_20250416105822,更换电压过低电池

处理措施为：更换电压过低电池。",正确,1.0,1481.26,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电压过低电池,,,2,
58,58,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”的风险最后会体现成什么？,影响用户使用,RPN: 168,错误,0.0,288.35,纯LLM直答,1.0,1.0,0,,1,影响用户使用,,,,,影响用户使用,,,2,
59,59,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP003”对应的原因是否就是“电池组单节容量降低或整体过低”？,是,是的，FMEA编号“LFP003”对应的原因就是“电池组单节容量降低或整体过低”。,正确,1.0,463.83,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,2,
60,60,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP003”对应的后果是否就是“影响用户使用”？,是,是的，FMEA编号“LFP003”对应的失效后果是“影响用户使用”。,正确,1.0,403.72,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,2,
61,61,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“巡航里程低于额定值”是不是出现在项目/功能“动力电池”里？,是,是的，失效模式“巡航里程低于额定值”出现在项目/功能“动力电池”里。相关行的FMEA编号为LFP003。,正确,1.0,523.01,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,2,
62,62,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“巡航里程低于额定值”对应的FMEA编号是什么？,LFP003,LFP003,正确,1.0,279.92,纯LLM直答,1.0,1.0,0,,1,,,3.0,,,LFP003,,FmeaID,2,
63,63,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“动力电池”里，失效模式“巡航里程低于额定值”的后果是什么？,影响用户使用,影响用户使用,正确,1.0,257.06,纯LLM直答,1.0,1.0,0,,1,,,,,,影响用户使用,,,2,
